dataset,percent-heldout,seed,transfer,raw,target_only
log_CTD2_GDSC,60,2,0.7496396797419157,0.4941058225593686,0.7339934017964782
log_CTD2_GDSC,60,3,0.7556667088815594,0.49882828332517,0.7120773153487668
log_CTD2_GDSC,60,4,0.7769247680704936,0.4946347541988067,0.7154147449578339
log_CTD2_GDSC,60,5,0.7555754864470398,0.4933265305667093,0.7353631531460837
log_CTD2_GDSC,60,6,0.7645367195069025,0.4923200124481803,0.735911702146182
log_CTD2_GDSC,60,7,0.7499616854598922,0.48128666633325146,0.73852972793822
log_CTD2_GDSC,60,8,0.7775062051685553,0.4898976803099468,0.730668260447212
log_CTD2_GDSC,60,9,0.7534825241340277,0.48881832488246907,0.7315971458270687
log_CTD2_GDSC,80,0,0.7493431463564755,0.48869563080069983,0.6499924387956165
log_CTD2_GDSC,80,1,0.739986615874639,0.4951541114191544,0.5987612360395197
log_CTD2_GDSC,80,2,0.7333460465919871,0.4910979285005654,0.6567863057114178
log_CTD2_GDSC,80,3,0.7041663120927825,0.49272591686051703,0.5450514627794424
log_CTD2_GDSC,80,4,0.7390463351578836,0.4940570421626244,0.6515412270151046
log_CTD2_GDSC,80,5,0.7128785005806153,0.49391641522930535,0.6054190219030873
log_CTD2_GDSC,80,6,0.7261213078607405,0.4907802073193055,0.6564558224592894
log_CTD2_GDSC,80,7,0.7146690972101177,0.48944409688636353,0.5225189609784823
log_CTD2_GDSC,80,8,0.7259083700118344,0.49118402443490916,0.6606215498043189
log_CTD2_GDSC,80,9,0.7373320170495722,0.4867936819741999,0.6160075095940801
