MID,Sample,Drug,Day,Volume
23,HCI-015,Vehicle,18.0,507.823834196891
23,HCI-015,Vehicle,22.0,522.759829320329
24,HCI-015,Vehicle,1.0,130.235
24,HCI-015,Vehicle,4.0,101.71303
24,HCI-015,Vehicle,8.0,133.490286
24,HCI-015,Vehicle,11.0,123.037704
24,HCI-015,Vehicle,15.0,106.66006850000001
24,HCI-015,Vehicle,18.0,135.502848
24,HCI-015,Vehicle,22.0,106.1705
24,HCI-015,Vehicle,1.0,130.235
24,HCI-015,Vehicle,4.0,101.71303
24,HCI-015,Vehicle,8.0,133.490286
24,HCI-015,Vehicle,11.0,123.037704
24,HCI-015,Vehicle,15.0,106.66006850000001
24,HCI-015,Vehicle,18.0,135.502848
24,HCI-015,Vehicle,22.0,106.1705
24,HCI-015,Vehicle,1.0,113.38006705272801
24,HCI-015,Vehicle,4.0,126.181042365133
24,HCI-015,Vehicle,8.0,159.621050492736
24,HCI-015,Vehicle,11.0,166.874428527888
24,HCI-015,Vehicle,15.0,237.931016966372
24,HCI-015,Vehicle,18.0,273.291679366047
24,HCI-015,Vehicle,22.0,372.764401097226
25,HCI-015,Vehicle,1.0,124.6535
25,HCI-015,Vehicle,4.0,147.39008
25,HCI-015,Vehicle,8.0,198.82044
25,HCI-015,Vehicle,11.0,211.606956
25,HCI-015,Vehicle,15.0,224.1088
25,HCI-015,Vehicle,18.0,298.969344
25,HCI-015,Vehicle,22.0,313.227576
25,HCI-015,Vehicle,1.0,124.6535
25,HCI-015,Vehicle,4.0,147.39008
25,HCI-015,Vehicle,8.0,198.82044
25,HCI-015,Vehicle,11.0,211.606956
25,HCI-015,Vehicle,15.0,224.1088
25,HCI-015,Vehicle,18.0,298.969344
25,HCI-015,Vehicle,22.0,313.227576
26,HCI-015,Vehicle,1.0,291.9645
26,HCI-015,Vehicle,4.0,247.3814115
26,HCI-015,Vehicle,8.0,367.56690299999997
26,HCI-015,Vehicle,11.0,486.2446875
26,HCI-015,Vehicle,15.0,536.3262
26,HCI-015,Vehicle,18.0,535.690116
26,HCI-015,Vehicle,22.0,573.3874935
26,HCI-015,Vehicle,1.0,291.9645
26,HCI-015,Vehicle,4.0,247.3814115
26,HCI-015,Vehicle,8.0,367.56690299999997
26,HCI-015,Vehicle,11.0,486.2446875
26,HCI-015,Vehicle,15.0,536.3262
26,HCI-015,Vehicle,18.0,535.690116
26,HCI-015,Vehicle,22.0,573.3874935
27,HCI-027,Navitoclax,1.0,152.1
27,HCI-027,Navitoclax,4.0,157.29396
27,HCI-027,Navitoclax,8.0,284.8168445
27,HCI-027,Navitoclax,11.0,333.5596
27,HCI-027,Navitoclax,15.0,348.88438199999996
27,HCI-027,Navitoclax,18.0,591.9876
27,HCI-027,Navitoclax,22.0,562.306369
28,HCI-027,Navitoclax,1.0,157.115
28,HCI-027,Navitoclax,4.0,106.431975
28,HCI-027,Navitoclax,8.0,213.7629375
28,HCI-027,Navitoclax,11.0,207.237042
28,HCI-027,Navitoclax,15.0,270.323298
28,HCI-027,Navitoclax,18.0,331.515679
28,HCI-027,Navitoclax,22.0,862.9832715
29,HCI-027,Navitoclax,1.0,219.04
29,HCI-027,Navitoclax,4.0,219.29335
29,HCI-027,Navitoclax,8.0,343.404325
29,HCI-027,Navitoclax,11.0,370.29252
29,HCI-027,Navitoclax,15.0,388.4700285
29,HCI-027,Navitoclax,18.0,322.5364
29,HCI-027,Navitoclax,22.0,469.5003
30,HCI-027,Vehicle,1.0,128.9925
30,HCI-027,Vehicle,4.0,165.129326
30,HCI-027,Vehicle,8.0,289.154556
30,HCI-027,Vehicle,11.0,294.88725
30,HCI-027,Vehicle,15.0,484.25788
30,HCI-027,Vehicle,18.0,717.5638799999999
30,HCI-027,Vehicle,22.0,864.799515
30,HCI-027,Vehicle,1.0,128.9925
30,HCI-027,Vehicle,4.0,165.129326
30,HCI-027,Vehicle,8.0,289.154556
30,HCI-027,Vehicle,11.0,294.88725
30,HCI-027,Vehicle,15.0,484.25788
30,HCI-027,Vehicle,18.0,717.5638799999999
30,HCI-027,Vehicle,22.0,864.799515
30,HCI-027,Vehicle,1.0,88.769811807999
30,HCI-027,Vehicle,4.0,138.44911557878402
30,HCI-027,Vehicle,8.0,168.307563187966
30,HCI-027,Vehicle,12.0,193.270221176222
30,HCI-027,Vehicle,15.0,271.664480434938
30,HCI-027,Vehicle,19.0,396.162796498508
30,HCI-027,Vehicle,22.0,408.047680393463
31,HCI-027,Vehicle,1.0,169.0155
31,HCI-027,Vehicle,4.0,119.47724
31,HCI-027,Vehicle,8.0,180.075
31,HCI-027,Vehicle,11.0,267.3727695
31,HCI-027,Vehicle,15.0,329.991471
31,HCI-027,Vehicle,18.0,447.675138
31,HCI-027,Vehicle,22.0,561.152304
31,HCI-027,Vehicle,1.0,169.0155
31,HCI-027,Vehicle,4.0,119.47724
31,HCI-027,Vehicle,8.0,180.075
31,HCI-027,Vehicle,11.0,267.3727695
31,HCI-027,Vehicle,15.0,329.991471
31,HCI-027,Vehicle,18.0,447.675138
31,HCI-027,Vehicle,22.0,561.152304
31,HCI-027,Vehicle,1.0,78.8716109740029
31,HCI-027,Vehicle,4.0,105.556354402347
31,HCI-027,Vehicle,8.0,122.203995472984
31,HCI-027,Vehicle,12.0,172.55090691935
31,HCI-027,Vehicle,15.0,266.340248085947
31,HCI-027,Vehicle,19.0,306.609951805084
31,HCI-027,Vehicle,22.0,371.911764274332
32,HCI-027,Vehicle,1.0,164.775
32,HCI-027,Vehicle,4.0,118.52805
32,HCI-027,Vehicle,8.0,280.0755415
32,HCI-027,Vehicle,11.0,393.1431455
32,HCI-027,Vehicle,15.0,480.730336
32,HCI-027,Vehicle,18.0,609.294582
32,HCI-027,Vehicle,22.0,814.4955
32,HCI-027,Vehicle,1.0,164.775
32,HCI-027,Vehicle,4.0,118.52805
32,HCI-027,Vehicle,8.0,280.0755415
32,HCI-027,Vehicle,11.0,393.1431455
32,HCI-027,Vehicle,15.0,480.730336
32,HCI-027,Vehicle,18.0,609.294582
32,HCI-027,Vehicle,22.0,814.4955
32,HCI-027,Vehicle,1.0,116.47381853005
32,HCI-027,Vehicle,4.0,160.57016140943998
32,HCI-027,Vehicle,8.0,170.15436654547
32,HCI-027,Vehicle,12.0,275.455416034518
32,HCI-027,Vehicle,15.0,310.59163245483
32,HCI-027,Vehicle,19.0,476.715898453204
32,HCI-027,Vehicle,22.0,510.80497345709296
33,HCI-027,Vehicle,1.0,222.37599999999998
33,HCI-027,Vehicle,4.0,306.37745099999995
33,HCI-027,Vehicle,8.0,446.000768
33,HCI-027,Vehicle,11.0,533.7610235000001
33,HCI-027,Vehicle,15.0,595.3558315
33,HCI-027,Vehicle,18.0,861.754016
33,HCI-027,Vehicle,22.0,808.3512
33,HCI-027,Vehicle,1.0,222.37599999999998
33,HCI-027,Vehicle,4.0,306.37745099999995
33,HCI-027,Vehicle,8.0,446.000768
33,HCI-027,Vehicle,11.0,533.7610235000001
33,HCI-027,Vehicle,15.0,595.3558315
33,HCI-027,Vehicle,18.0,861.754016
33,HCI-027,Vehicle,22.0,808.3512
33,HCI-027,Vehicle,1.0,68.47258211085321
33,HCI-027,Vehicle,4.0,76.3273654587125
33,HCI-027,Vehicle,8.0,85.96243594145399
33,HCI-027,Vehicle,12.0,124.08405694179899
33,HCI-027,Vehicle,15.0,133.942641496145
33,HCI-027,Vehicle,19.0,195.47699467968002
33,HCI-027,Vehicle,22.0,223.173665053648
34,HCI-027,Vehicle,1.0,106.1705
34,HCI-027,Vehicle,4.0,105.02606399999999
34,HCI-027,Vehicle,8.0,177.897976
34,HCI-027,Vehicle,11.0,301.0713795
34,HCI-027,Vehicle,15.0,253.6773075
34,HCI-027,Vehicle,18.0,277.85835
34,HCI-027,Vehicle,22.0,336.093552
34,HCI-027,Vehicle,1.0,106.1705
34,HCI-027,Vehicle,4.0,105.02606399999999
34,HCI-027,Vehicle,8.0,177.897976
34,HCI-027,Vehicle,11.0,301.0713795
34,HCI-027,Vehicle,15.0,253.6773075
34,HCI-027,Vehicle,18.0,277.85835
34,HCI-027,Vehicle,22.0,336.093552
34,HCI-027,Vehicle,1.0,147.41217657709498
34,HCI-027,Vehicle,4.0,147.41217657709498
34,HCI-027,Vehicle,8.0,307.14061431644296
34,HCI-027,Vehicle,12.0,342.766409698848
34,HCI-027,Vehicle,15.0,412.838804781734
34,HCI-027,Vehicle,19.0,412.838804781734
34,HCI-027,Vehicle,22.0,467.781204667483
35,HCI-027,Vehicle,1.0,256.0
35,HCI-027,Vehicle,4.0,277.4672
35,HCI-027,Vehicle,8.0,465.1468875
35,HCI-027,Vehicle,11.0,611.44947
35,HCI-027,Vehicle,15.0,615.1709999999999
35,HCI-027,Vehicle,18.0,742.5033530000001
35,HCI-027,Vehicle,22.0,938.1346875
35,HCI-027,Vehicle,1.0,256.0
35,HCI-027,Vehicle,4.0,277.4672
35,HCI-027,Vehicle,8.0,465.1468875
35,HCI-027,Vehicle,11.0,611.44947
35,HCI-027,Vehicle,15.0,615.1709999999999
35,HCI-027,Vehicle,18.0,742.5033530000001
35,HCI-027,Vehicle,22.0,938.1346875
36,HCI-002,Navitoclax,1.0,267.385952
36,HCI-002,Navitoclax,4.0,330.8071095
36,HCI-002,Navitoclax,8.0,466.3990375
36,HCI-002,Navitoclax,11.0,665.3637315000001
36,HCI-002,Navitoclax,15.0,767.000047
36,HCI-002,Navitoclax,18.0,765.797104
36,HCI-002,Navitoclax,22.0,928.08
37,HCI-002,Navitoclax,1.0,180.002988
37,HCI-002,Navitoclax,4.0,225.416594
37,HCI-002,Navitoclax,8.0,376.19994249999996
37,HCI-002,Navitoclax,11.0,498.9726
37,HCI-002,Navitoclax,15.0,662.2694245
37,HCI-002,Navitoclax,18.0,712.3317040000001
37,HCI-002,Navitoclax,22.0,687.587868
38,HCI-002,Navitoclax,1.0,107.595104
38,HCI-002,Navitoclax,4.0,145.8167625
38,HCI-002,Navitoclax,8.0,144.7936
38,HCI-002,Navitoclax,11.0,203.8612125
38,HCI-002,Navitoclax,15.0,223.743762
38,HCI-002,Navitoclax,18.0,204.249254
38,HCI-002,Navitoclax,22.0,214.04326400000002
39,HCI-002,Vehicle,1.0,127.977608
39,HCI-002,Vehicle,4.0,94.36752
39,HCI-002,Vehicle,8.0,132.2894275
39,HCI-002,Vehicle,11.0,178.4521665
39,HCI-002,Vehicle,15.0,243.9844
39,HCI-002,Vehicle,18.0,279.79374
39,HCI-002,Vehicle,22.0,482.2335
39,HCI-002,Vehicle,1.0,343.914
39,HCI-002,Vehicle,3.0,467.88679400000007
39,HCI-002,Vehicle,7.0,620.6265
39,HCI-002,Vehicle,10.0,948.2545484999999
