Study,Group,Drug,Control,MID,start,start_size,end,end_size,duration
TM00302,Grp3_IV Cisplatin,Cisplatin,0.0,306-20,0.0,86.85,26.0,198.49,26.0
TM00302,Grp3_IV Cisplatin,Cisplatin,0.0,306-21,0.0,171.45,26.0,511.04,26.0
TM00302,Grp3_IV Cisplatin,Cisplatin,0.0,306-24,0.0,135.28,26.0,428.93,26.0
TM00302,Grp3_IV Cisplatin,Cisplatin,0.0,306-45,0.0,96.45,26.0,265.21,26.0
TM00302,Grp3_IV Cisplatin,Cisplatin,0.0,306-54,0.0,148.32,26.0,794.88,26.0
TM00302,Grp3_IV Cisplatin,Cisplatin,0.0,306-60,0.0,71.29,26.0,174.07,26.0
TM01087,Group 3 IV Cisplatin,Cisplatin,0.0,087_04,1.0,243.97,26.0,246.99,25.0
TM01087,Group 3 IV Cisplatin,Cisplatin,0.0,087_11,1.0,129.99,26.0,120.51,25.0
TM01087,Group 3 IV Cisplatin,Cisplatin,0.0,087_22,1.0,120.34,26.0,84.83,25.0
TM01087,Group 3 IV Cisplatin,Cisplatin,0.0,087_51,1.0,199.56,26.0,178.19,25.0
TM01087,Group 3 IV Cisplatin,Cisplatin,0.0,087_55,1.0,96.71,26.0,112.9,25.0
TM01087,Group 3 IV Cisplatin,Cisplatin,0.0,087_59,1.0,75.34,26.0,70.59,25.0
TM01087,Group 3 IV Cisplatin,Cisplatin,0.0,087_66,1.0,104.71,26.0,95.45,25.0
TM01087,Group 3 IV Cisplatin,Cisplatin,0.0,087_78,1.0,145.68,26.0,124.23,25.0
TM00702,CMC,CMC,1.0,1260-05,1.0,239.79,28.0,1179.92,27.0
TM00702,CMC,CMC,1.0,1260-13,1.0,93.35,28.0,660.18,27.0
TM00702,CMC,CMC,1.0,1260-18,1.0,119.05,28.0,857.83,27.0
TM00702,CMC,CMC,1.0,1260-20,1.0,157.15,28.0,979.86,27.0
TM00702,CMC,CMC,1.0,1260-30,1.0,132.02,28.0,683.62,27.0
TM00702,CMC,CMC,1.0,1260-31,1.0,104.32,28.0,730.18,27.0
TM00702,CMC,CMC,1.0,1260-33,1.0,146.5,28.0,1262.79,27.0
TM00702,CMC,CMC,1.0,1260-42,1.0,98.96,28.0,911.92,27.0
TM01149,Group 1 Vechicle PO,CMC,1.0,149-02,0.0,83.15,21.0,1592.61,21.0
TM01149,Group 1 Vechicle PO,CMC,1.0,149-06,0.0,97.17,21.0,1456.54,21.0
TM01149,Group 1 Vechicle PO,CMC,1.0,149-07,0.0,127.51,21.0,967.45,21.0
TM01149,Group 1 Vechicle PO,CMC,1.0,149-09,0.0,230.01,21.0,2813.26,21.0
TM01149,Group 1 Vechicle PO,CMC,1.0,149-13,0.0,185.23,21.0,2539.42,21.0
TM01149,Group 1 Vechicle PO,CMC,1.0,149-18,0.0,91.06,21.0,1159.65,21.0
TM01149,Group 1 Vechicle PO,CMC,1.0,149-37,0.0,133.03,21.0,1167.71,21.0
TM01149,Group 1 Vechicle PO,CMC,1.0,149-38,0.0,181.21,21.0,1407.41,21.0
TM01149,Group 1 Vechicle PO,CMC,1.0,149-40,0.0,118.16,21.0,1164.57,21.0
TM00090,Gr 1: Vehicle,D5W,1.0,744-003,0.0,89.28,21.0,1763.46,21.0
TM00090,Gr 1: Vehicle,D5W,1.0,744-009,0.0,235.34,21.0,2744.84,21.0
TM00090,Gr 1: Vehicle,D5W,1.0,744-015,0.0,137.44,14.0,2682.62,14.0
TM00090,Gr 1: Vehicle,D5W,1.0,744-018,0.0,237.85,21.0,1528.33,21.0
TM00090,Gr 1: Vehicle,D5W,1.0,744-028,0.0,119.92,21.0,2828.43,21.0
TM00090,Gr 1: Vehicle,D5W,1.0,744-048,0.0,107.6,21.0,2411.79,21.0
TM00090,Gr 1: Vehicle,D5W,1.0,744-056,0.0,76.38,21.0,1613.12,21.0
TM00096,Group 1 D5W,D5W,1.0,851_17,-1.0,92.72,25.0,3358.91,26.0
TM00096,Group 1 D5W,D5W,1.0,851_22,-1.0,218.2,21.0,2938.45,22.0
TM00096,Group 1 D5W,D5W,1.0,851_43,-1.0,63.37,25.0,566.66,26.0
TM00096,Group 1 D5W,D5W,1.0,851_44,-1.0,181.84,25.0,2007.93,26.0
TM00096,Group 1 D5W,D5W,1.0,851_45,-1.0,122.69,25.0,1465.7,26.0
TM00096,Group 1 D5W,D5W,1.0,851_58,-1.0,229.25,25.0,2577.7,26.0
TM00096,Group 1 D5W,D5W,1.0,851_65,-1.0,88.3,25.0,2319.11,26.0
TM00096,Group 1 D5W,D5W,1.0,851_72,-1.0,177.62,25.0,1682.46,26.0
TM00096,Group 1 D5W,D5W,1.0,851_75,-1.0,124.13,25.0,3831.48,26.0
TM00091,Group 1 IV D5W,D5W,1.0,901-04,1.0,196.65,27.0,1781.06,26.0
TM00091,Group 1 IV D5W,D5W,1.0,901-10,1.0,125.7,27.0,3646.03,26.0
TM00091,Group 1 IV D5W,D5W,1.0,901-19,1.0,75.13,27.0,1789.95,26.0
TM00091,Group 1 IV D5W,D5W,1.0,901-21,1.0,128.88,27.0,2681.87,26.0
TM00091,Group 1 IV D5W,D5W,1.0,901-28,1.0,170.86,27.0,891.87,26.0
TM00091,Group 1 IV D5W,D5W,1.0,901-34,1.0,168.21,27.0,1282.87,26.0
TM00091,Group 1 IV D5W,D5W,1.0,901-40,1.0,73.91,27.0,1212.77,26.0
TM00091,Group 1 IV D5W,D5W,1.0,901-68,1.0,258.48,27.0,4109.98,26.0
TM00097,Group 1 D5W IV,D5W,1.0,077_02,-1.0,36.17,25.0,335.86,26.0
TM00097,Group 1 D5W IV,D5W,1.0,077_05,1.0,157.21,25.0,290.41,24.0
TM00097,Group 1 D5W IV,D5W,1.0,077_08,-1.0,126.0,25.0,155.43,26.0
TM00097,Group 1 D5W IV,D5W,1.0,077_27,-1.0,78.34,25.0,110.51,26.0
TM00097,Group 1 D5W IV,D5W,1.0,077_30,-1.0,84.13,25.0,204.98,26.0
TM00097,Group 1 D5W IV,D5W,1.0,077_36,-1.0,15.06,25.0,405.11,26.0
TM00097,Group 1 D5W IV,D5W,1.0,077_40,-1.0,207.7,25.0,304.72,26.0
TM00097,Group 1 D5W IV,D5W,1.0,077_51,-1.0,313.3,25.0,1111.8,26.0
TM00097,Group 1 D5W IV,D5W,1.0,077_59,-1.0,173.99,25.0,495.8,26.0
TM00098,Group 1 IV D5W,D5W,1.0,126-02,-1.0,104.14,25.0,660.45,26.0
TM00098,Group 1 IV D5W,D5W,1.0,126-06,-1.0,146.83,25.0,459.5,26.0
TM00098,Group 1 IV D5W,D5W,1.0,126-18,-1.0,115.01,25.0,672.53,26.0
TM00098,Group 1 IV D5W,D5W,1.0,126-56,-1.0,94.92,25.0,515.74,26.0
TM00098,Group 1 IV D5W,D5W,1.0,126-62,-1.0,167.37,25.0,744.5,26.0
TM00098,Group 1 IV D5W,D5W,1.0,126-68,-1.0,115.0,25.0,2557.16,26.0
TM00098,Group 1 IV D5W,D5W,1.0,126-72,-1.0,73.89,22.0,1165.36,23.0
TM00098,Group 1 IV D5W,D5W,1.0,126-73,-1.0,127.73,25.0,1037.1,26.0
TM00098,Group 1 IV D5W,D5W,1.0,126-75,-1.0,127.18,25.0,983.2,26.0
TM00098,Group 1 IV D5W,D5W,1.0,126-78,-1.0,142.72,25.0,578.42,26.0
TM00099,Group 1 D5W,D5W,1.0,367_02,1.0,142.32,25.0,845.8,24.0
TM00099,Group 1 D5W,D5W,1.0,367_10,1.0,94.96,25.0,575.06,24.0
TM00099,Group 1 D5W,D5W,1.0,367_20,1.0,219.21,25.0,1223.96,24.0
TM00099,Group 1 D5W,D5W,1.0,367_23,1.0,98.51,25.0,1216.84,24.0
TM00099,Group 1 D5W,D5W,1.0,367_26,1.0,143.64,25.0,723.16,24.0
TM00099,Group 1 D5W,D5W,1.0,367_30,1.0,188.17,25.0,750.9,24.0
TM00099,Group 1 D5W,D5W,1.0,367_32,1.0,224.03,25.0,1642.65,24.0
TM00099,Group 1 D5W,D5W,1.0,367_59,1.0,71.48,25.0,217.49,24.0
TM00099,Group 1 D5W,D5W,1.0,367_70,1.0,182.42,25.0,631.61,24.0
TM01278,Group 1 IV D5W,D5W,1.0,278_1,-1.0,143.43,28.0,593.26,29.0
TM01278,Group 1 IV D5W,D5W,1.0,278_13,-1.0,231.2,28.0,993.71,29.0
TM01278,Group 1 IV D5W,D5W,1.0,278_24,-1.0,77.72,28.0,571.82,29.0
TM01278,Group 1 IV D5W,D5W,1.0,278_27,-1.0,192.96,28.0,1481.84,29.0
TM01278,Group 1 IV D5W,D5W,1.0,278_29,-1.0,122.57,28.0,722.78,29.0
TM01278,Group 1 IV D5W,D5W,1.0,278_36,-1.0,103.65,28.0,1374.34,29.0
TM01278,Group 1 IV D5W,D5W,1.0,278_39,-1.0,144.56,28.0,1192.88,29.0
TM01278,Group 1 IV D5W,D5W,1.0,278_5,-1.0,100.47,28.0,428.35,29.0
TM01278,Group 1 IV D5W,D5W,1.0,278_50,-1.0,155.3,28.0,1143.84,29.0
TM01278,Group 1 IV D5W,D5W,1.0,278_56,-1.0,129.42,7.0,122.29,8.0
TM01278,Group 1 IV D5W,D5W,1.0,278_59,-1.0,103.71,28.0,1379.55,29.0
TM01117,Group 1 IV D5W,D5W,1.0,117_11,-1.0,195.51,27.0,944.13,28.0
TM01117,Group 1 IV D5W,D5W,1.0,117_2,-1.0,101.9,27.0,497.57,28.0
TM01117,Group 1 IV D5W,D5W,1.0,117_3,-1.0,117.66,27.0,1261.41,28.0
TM01117,Group 1 IV D5W,D5W,1.0,117_36,-1.0,117.05,27.0,1196.68,28.0
TM01117,Group 1 IV D5W,D5W,1.0,117_42,-1.0,162.55,27.0,2479.35,28.0
TM01117,Group 1 IV D5W,D5W,1.0,117_52,-1.0,112.09,27.0,2353.33,28.0
TM01117,Group 1 IV D5W,D5W,1.0,117_56,-1.0,89.72,27.0,989.33,28.0
TM01117,Group 1 IV D5W,D5W,1.0,117_6,-1.0,84.71,27.0,1015.51,28.0
TM01117,Group 1 IV D5W,D5W,1.0,117_7,-1.0,164.01,27.0,1007.86,28.0
TM01273,IV D5W,D5W,1.0,273-001,0.0,102.13,17.0,2008.13,17.0
TM01273,IV D5W,D5W,1.0,273-006,0.0,302.36,14.0,2930.03,14.0
TM01273,IV D5W,D5W,1.0,273-016,0.0,107.06,17.0,3239.79,17.0
TM01273,IV D5W,D5W,1.0,273-024,0.0,160.13,17.0,1029.27,17.0
TM01273,IV D5W,D5W,1.0,273-028,0.0,82.1,17.0,1202.88,17.0
TM01273,IV D5W,D5W,1.0,273-038,0.0,183.94,17.0,2014.07,17.0
TM01273,IV D5W,D5W,1.0,273-039,0.0,102.94,17.0,2358.56,17.0
TM01273,IV D5W,D5W,1.0,273-043,0.0,78.13,17.0,1738.67,17.0
TM01273,IV D5W,D5W,1.0,273-048,0.0,144.93,17.0,2172.18,17.0
TM01273,IV D5W,D5W,1.0,273-050,0.0,245.61,17.0,2525.39,17.0
TM01273,IV D5W,D5W,1.0,273-055,0.0,187.33,17.0,1594.53,17.0
J000101173,Group 1 Vehicle,D5W,1.0,173-02,0.0,172.49,28.0,882.8,28.0
J000101173,Group 1 Vehicle,D5W,1.0,173-03,0.0,85.55,28.0,1660.15,28.0
J000101173,Group 1 Vehicle,D5W,1.0,173-06,0.0,98.16,28.0,624.5,28.0
J000101173,Group 1 Vehicle,D5W,1.0,173-09,0.0,124.32,28.0,419.17,28.0
J000101173,Group 1 Vehicle,D5W,1.0,173-12,0.0,122.35,28.0,869.84,28.0
J000101173,Group 1 Vehicle,D5W,1.0,173-21,0.0,68.18,28.0,167.51,28.0
J000101173,Group 1 Vehicle,D5W,1.0,173-40,0.0,94.18,28.0,317.34,28.0
J000101173,Group 1 Vehicle,D5W,1.0,173-44,0.0,208.08,28.0,817.15,28.0
J000101173,Group 1 Vehicle,D5W,1.0,173-45,0.0,142.62,28.0,475.82,28.0
J000100674,IV D5W,D5W,1.0,674-02,0.0,118.92,21.0,1294.14,21.0
J000100674,IV D5W,D5W,1.0,674-05,0.0,272.4,21.0,2890.43,21.0
J000100674,IV D5W,D5W,1.0,674-07,0.0,93.54,21.0,603.61,21.0
J000100674,IV D5W,D5W,1.0,674-12,0.0,128.19,21.0,2649.04,21.0
J000100674,IV D5W,D5W,1.0,674-14,0.0,135.67,21.0,2587.68,21.0
J000100674,IV D5W,D5W,1.0,674-20,0.0,232.14,21.0,1858.06,21.0
J000100674,IV D5W,D5W,1.0,674-21,0.0,89.61,21.0,1066.01,21.0
J000100674,IV D5W,D5W,1.0,674-24,0.0,92.68,21.0,489.06,21.0
J000100674,IV D5W,D5W,1.0,674-26,0.0,168.76,21.0,903.04,21.0
J000100674,IV D5W,D5W,1.0,674-56,0.0,77.06,21.0,1000.59,21.0
J000100674,IV D5W,D5W,1.0,674-58,0.0,184.94,21.0,1537.68,21.0
J000100675,Group 1 IV D5W,D5W,1.0,675_27,0.0,177.42,27.0,857.11,27.0
J000100675,Group 1 IV D5W,D5W,1.0,675_3,0.0,180.52,27.0,865.71,27.0
J000100675,Group 1 IV D5W,D5W,1.0,675_38,0.0,106.8,27.0,1153.61,27.0
J000100675,Group 1 IV D5W,D5W,1.0,675_43,0.0,143.78,27.0,802.41,27.0
J000100675,Group 1 IV D5W,D5W,1.0,675_49,0.0,158.04,27.0,1329.74,27.0
J000100675,Group 1 IV D5W,D5W,1.0,675_51,0.0,74.76,27.0,1001.39,27.0
J000100675,Group 1 IV D5W,D5W,1.0,675_53,0.0,72.99,27.0,1135.16,27.0
J000100675,Group 1 IV D5W,D5W,1.0,675_58,0.0,106.8,27.0,1660.08,27.0
J000100675,Group 1 IV D5W,D5W,1.0,675_9,0.0,228.84,27.0,1298.14,27.0
J000103634,Group 1: D5W,D5W,1.0,215-01,-1.0,98.91,27.0,2137.68,28.0
J000103634,Group 1: D5W,D5W,1.0,215-19,-1.0,82.21,27.0,1343.98,28.0
J000103634,Group 1: D5W,D5W,1.0,215-26,-1.0,100.01,27.0,1854.35,28.0
J000103634,Group 1: D5W,D5W,1.0,215-33,-1.0,121.83,27.0,2069.81,28.0
J000103634,Group 1: D5W,D5W,1.0,215-49,-1.0,96.29,20.0,2175.4,21.0
J000103634,Group 1: D5W,D5W,1.0,215-50,-1.0,218.61,27.0,2781.6,28.0
J000103634,Group 1: D5W,D5W,1.0,215-56,-1.0,180.61,27.0,2480.73,28.0
TM00103,1: D5W,D5W,1.0,5,-1.0,91.02,27.0,315.97,28.0
TM00103,1: D5W,D5W,1.0,6,-1.0,175.7,27.0,527.16,28.0
TM00103,1: D5W,D5W,1.0,20,-1.0,92.91,27.0,282.48,28.0
TM00103,1: D5W,D5W,1.0,51,-1.0,191.41,27.0,508.87,28.0
TM00103,1: D5W,D5W,1.0,54,-1.0,131.1,10.0,234.24,11.0
TM00386,Group 1 IV D5W,D5W,1.0,555_13,0.0,205.02,28.0,699.35,28.0
TM00386,Group 1 IV D5W,D5W,1.0,555_19,0.0,144.29,28.0,333.46,28.0
TM00386,Group 1 IV D5W,D5W,1.0,555_24,0.0,106.73,28.0,382.6,28.0
TM00386,Group 1 IV D5W,D5W,1.0,555_27,0.0,80.73,28.0,303.53,28.0
TM00386,Group 1 IV D5W,D5W,1.0,555_29,0.0,132.43,28.0,298.71,28.0
TM00386,Group 1 IV D5W,D5W,1.0,555_33,0.0,94.34,28.0,378.32,28.0
TM00386,Group 1 IV D5W,D5W,1.0,555_44,0.0,182.22,28.0,611.66,28.0
TM00386,Group 1 IV D5W,D5W,1.0,555_7,0.0,82.75,28.0,251.36,28.0
J000103917,IV D5W,D5W,1.0,3917-13,-1.0,114.83,27.0,1080.43,28.0
J000103917,IV D5W,D5W,1.0,3917-21,-1.0,124.97,20.0,1576.57,21.0
J000103917,IV D5W,D5W,1.0,3917-23,-1.0,107.96,27.0,1013.52,28.0
J000103917,IV D5W,D5W,1.0,3917-27,-1.0,153.13,27.0,2970.51,28.0
J000103917,IV D5W,D5W,1.0,3917-32,-1.0,120.81,27.0,1699.84,28.0
J000103917,IV D5W,D5W,1.0,3917-47,-1.0,209.3,27.0,2585.63,28.0
J000103917,IV D5W,D5W,1.0,3917-50,-1.0,152.22,23.0,1348.36,24.0
J000103917,IV D5W,D5W,1.0,3917-52,-1.0,92.11,27.0,1329.84,28.0
J000102184,Group 1 IV D5W,D5W,1.0,2184-02,-1.0,87.32,27.0,380.93,28.0
J000102184,Group 1 IV D5W,D5W,1.0,2184-08,-1.0,114.17,27.0,1210.21,28.0
J000102184,Group 1 IV D5W,D5W,1.0,2184-18,-1.0,86.19,27.0,720.49,28.0
J000102184,Group 1 IV D5W,D5W,1.0,2184-32,-1.0,136.94,27.0,1788.86,28.0
J000102184,Group 1 IV D5W,D5W,1.0,2184-36,-1.0,91.92,27.0,642.1,28.0
J000102184,Group 1 IV D5W,D5W,1.0,2184-42,-1.0,106.81,27.0,900.58,28.0
J000102184,Group 1 IV D5W,D5W,1.0,2184-45,-1.0,204.36,27.0,2013.84,28.0
J000102184,Group 1 IV D5W,D5W,1.0,2184-49,-1.0,121.72,27.0,647.82,28.0
TM00107,Vehicle,D5W,1.0,1936-01,-1.0,153.65,20.0,740.37,21.0
TM00107,Vehicle,D5W,1.0,1936-15,-1.0,228.31,20.0,3088.29,21.0
TM00107,Vehicle,D5W,1.0,1936-20,-1.0,82.3,20.0,1421.65,21.0
TM00107,Vehicle,D5W,1.0,1936-24,-1.0,118.96,20.0,1175.06,21.0
TM00107,Vehicle,D5W,1.0,1936-30,-1.0,216.67,20.0,3409.7,21.0
TM00107,Vehicle,D5W,1.0,1936-34,-1.0,139.94,20.0,1626.78,21.0
TM00107,Vehicle,D5W,1.0,1936-38,-1.0,96.7,20.0,2077.4,21.0
TM00107,Vehicle,D5W,1.0,1936-39,-1.0,184.58,20.0,2519.58,21.0
TM00999,Vehicle,D5W,1.0,240-003,-1.0,78.06,26.0,535.09,27.0
TM00999,Vehicle,D5W,1.0,240-004,-1.0,95.76,26.0,537.92,27.0
TM00999,Vehicle,D5W,1.0,240-018,-1.0,116.85,26.0,545.9,27.0
TM00999,Vehicle,D5W,1.0,240-038,-1.0,100.5,26.0,757.86,27.0
TM00999,Vehicle,D5W,1.0,240-045,-1.0,62.21,26.0,193.93,27.0
TM00999,Vehicle,D5W,1.0,240-047,-1.0,71.73,26.0,196.8,27.0
TM00999,Vehicle,D5W,1.0,240-050,-1.0,213.49,26.0,688.78,27.0
TM00999,Vehicle,D5W,1.0,240-091,-1.0,82.31,26.0,133.77,27.0
J000080739,Group 1 IV D5W,D5W,1.0,739-08,0.0,192.98,18.0,1609.72,18.0
J000080739,Group 1 IV D5W,D5W,1.0,739-19,0.0,86.85,18.0,527.5,18.0
J000080739,Group 1 IV D5W,D5W,1.0,739-23,0.0,139.68,18.0,1899.33,18.0
J000080739,Group 1 IV D5W,D5W,1.0,739-38,0.0,90.0,18.0,634.0,18.0
J000080739,Group 1 IV D5W,D5W,1.0,739-41,0.0,72.27,18.0,1111.52,18.0
J000080739,Group 1 IV D5W,D5W,1.0,739-56,0.0,107.96,18.0,1346.53,18.0
J000080739,Group 1 IV D5W,D5W,1.0,739-57,0.0,205.4,18.0,3337.91,18.0
J000080739,Group 1 IV D5W,D5W,1.0,739-59,0.0,137.12,18.0,791.51,18.0
J000080739,Group 1 IV D5W,D5W,1.0,739-61,0.0,112.01,18.0,943.64,18.0
J000080739,Group 1 IV D5W,D5W,1.0,739-66,0.0,286.43,18.0,3160.96,18.0
J000099327,Group 1 IV D5W,D5W,1.0,327-01,-1.0,116.11,17.0,2976.12,18.0
J000099327,Group 1 IV D5W,D5W,1.0,327-02,-1.0,112.32,17.0,1152.48,18.0
J000099327,Group 1 IV D5W,D5W,1.0,327-04,-1.0,168.73,17.0,1354.22,18.0
J000099327,Group 1 IV D5W,D5W,1.0,327-20,-1.0,173.05,17.0,2276.23,18.0
J000099327,Group 1 IV D5W,D5W,1.0,327-23,-1.0,71.36,17.0,1450.52,18.0
J000099327,Group 1 IV D5W,D5W,1.0,327-29,-1.0,183.64,17.0,1796.23,18.0
J000099327,Group 1 IV D5W,D5W,1.0,327-41,-1.0,180.22,17.0,3326.75,18.0
J000099327,Group 1 IV D5W,D5W,1.0,327-55,-1.0,262.92,13.0,2981.68,14.0
J000099327,Group 1 IV D5W,D5W,1.0,327-56,-1.0,94.06,17.0,2749.07,18.0
J000099327,Group 1 IV D5W,D5W,1.0,327-59,-1.0,88.9,17.0,446.35,18.0
J000099327,Group 1 IV D5W,D5W,1.0,327-60,-1.0,70.27,17.0,1816.49,18.0
TM01079,IV D5W,D5W,1.0,079-01,-1.0,123.55,28.0,1606.0,29.0
TM01079,IV D5W,D5W,1.0,079-03,-1.0,169.69,25.0,2748.87,26.0
TM01079,IV D5W,D5W,1.0,079-05,-1.0,189.78,28.0,1638.97,29.0
TM01079,IV D5W,D5W,1.0,079-13,-1.0,89.08,28.0,1214.13,29.0
TM01079,IV D5W,D5W,1.0,079-22,-1.0,133.1,28.0,1924.63,29.0
TM01079,IV D5W,D5W,1.0,079-25,-1.0,104.48,28.0,2072.5,29.0
TM01079,IV D5W,D5W,1.0,079-45,-1.0,71.14,28.0,638.87,29.0
TM01079,IV D5W,D5W,1.0,079-51,-1.0,77.36,28.0,1114.93,29.0
TM01079,IV D5W,D5W,1.0,079-56,-1.0,143.43,28.0,2387.72,29.0
TM01079,IV D5W,D5W,1.0,079-57,-1.0,89.12,28.0,1484.66,29.0
J000100646,Vehicle,D5W,1.0,646-001,-1.0,223.39,27.0,2073.79,28.0
J000100646,Vehicle,D5W,1.0,646-005,-1.0,123.13,27.0,1629.09,28.0
J000100646,Vehicle,D5W,1.0,646-006,-1.0,108.32,27.0,1283.88,28.0
J000100646,Vehicle,D5W,1.0,646-011,-1.0,113.46,27.0,1380.27,28.0
J000100646,Vehicle,D5W,1.0,646-022,-1.0,134.67,27.0,913.54,28.0
J000100646,Vehicle,D5W,1.0,646-031,-1.0,155.27,27.0,2456.27,28.0
J000100646,Vehicle,D5W,1.0,646-045,-1.0,95.66,27.0,1677.3,28.0
J000100646,Vehicle,D5W,1.0,646-046,-1.0,98.33,27.0,833.03,28.0
J000100646,Vehicle,D5W,1.0,646-054,-1.0,142.64,27.0,1779.94,28.0
J000100646,Vehicle,D5W,1.0,646-055,-1.0,114.26,27.0,1311.7,28.0
TM01029,IV D5W,D5W,1.0,215-09,-1.0,70.62,17.0,1636.56,18.0
TM01029,IV D5W,D5W,1.0,215-10,-1.0,203.26,17.0,2115.32,18.0
TM01029,IV D5W,D5W,1.0,215-14,-1.0,107.17,17.0,3310.49,18.0
TM01029,IV D5W,D5W,1.0,215-47,-1.0,141.49,17.0,798.59,18.0
J000104518,Vehicle,D5W,1.0,4518-04,-1.0,158.42,28.0,2661.01,29.0
J000104518,Vehicle,D5W,1.0,4518-05,-1.0,100.03,28.0,1292.61,29.0
J000104518,Vehicle,D5W,1.0,4518-14,-1.0,119.52,28.0,1862.14,29.0
J000104518,Vehicle,D5W,1.0,4518-15,-1.0,153.48,28.0,1657.82,29.0
J000104518,Vehicle,D5W,1.0,4518-19,-1.0,97.8,28.0,1632.68,29.0
J000104518,Vehicle,D5W,1.0,4518-20,-1.0,134.93,28.0,2142.27,29.0
J000104518,Vehicle,D5W,1.0,4518-27,-1.0,97.54,28.0,1847.07,29.0
J000104518,Vehicle,D5W,1.0,4518-30,-1.0,93.21,28.0,1878.03,29.0
J000104518,Vehicle,D5W,1.0,4518-33,-1.0,116.09,28.0,1864.5,29.0
J000104518,Vehicle,D5W,1.0,4518-41,-1.0,194.89,28.0,2811.65,29.0
J000104944,Group 1 IV D5W,D5W,1.0,944-06,-1.0,244.02,24.0,1559.39,25.0
J000104944,Group 1 IV D5W,D5W,1.0,944-15,-1.0,127.32,24.0,2040.81,25.0
J000104944,Group 1 IV D5W,D5W,1.0,944-16,-1.0,156.21,24.0,2430.02,25.0
J000104944,Group 1 IV D5W,D5W,1.0,944-21,-1.0,131.69,24.0,2459.52,25.0
J000104944,Group 1 IV D5W,D5W,1.0,944-29,-1.0,160.2,24.0,1632.38,25.0
J000104944,Group 1 IV D5W,D5W,1.0,944-31,-1.0,86.14,24.0,1122.73,25.0
J000104944,Group 1 IV D5W,D5W,1.0,944-37,-1.0,208.47,24.0,1349.19,25.0
J000104944,Group 1 IV D5W,D5W,1.0,944-39,-1.0,213.86,24.0,2026.38,25.0
TM00877,Vehicle (D5W),D5W,1.0,301-010,-1.0,87.83,28.0,292.22,29.0
TM00877,Vehicle (D5W),D5W,1.0,301-017,-1.0,149.22,28.0,437.0,29.0
TM00877,Vehicle (D5W),D5W,1.0,301-018,-1.0,102.15,28.0,453.77,29.0
TM00877,Vehicle (D5W),D5W,1.0,301-022,-1.0,191.63,28.0,429.84,29.0
TM00877,Vehicle (D5W),D5W,1.0,301-027,-1.0,85.37,28.0,710.57,29.0
TM00877,Vehicle (D5W),D5W,1.0,301-029,-1.0,165.2,28.0,464.21,29.0
TM00877,Vehicle (D5W),D5W,1.0,301-031,-1.0,155.1,28.0,440.4,29.0
TM00877,Vehicle (D5W),D5W,1.0,301-036,-1.0,114.19,28.0,260.68,29.0
TM00877,Vehicle (D5W),D5W,1.0,301-038,-1.0,77.03,28.0,347.36,29.0
TM00877,Vehicle (D5W),D5W,1.0,301-039,-1.0,96.18,28.0,980.08,29.0
TM01563,1,D5W,1.0,217-004,-1.0,145.99,27.0,475.9,28.0
TM01563,1,D5W,1.0,217-005,-1.0,177.18,27.0,473.58,28.0
TM01563,1,D5W,1.0,217-007,-1.0,78.07,27.0,187.19,28.0
TM01563,1,D5W,1.0,217-008,-1.0,75.95,16.0,143.82,17.0
TM01563,1,D5W,1.0,217-010,-1.0,242.75,27.0,511.85,28.0
TM01563,1,D5W,1.0,217-011,-1.0,72.54,27.0,491.19,28.0
TM01563,1,D5W,1.0,217-014,-1.0,70.03,27.0,463.94,28.0
TM01563,1,D5W,1.0,217-022,-1.0,158.15,16.0,358.05,17.0
TM01563,1,D5W,1.0,217-027,-1.0,136.71,27.0,396.72,28.0
TM01563,1,D5W,1.0,217-035,-1.0,106.94,27.0,169.36,28.0
TM00199,Vehicle (D5W),D5W,1.0,703-002,-1.0,219.6,27.0,316.9,28.0
TM00199,Vehicle (D5W),D5W,1.0,703-004,-1.0,80.33,27.0,101.6,28.0
TM00199,Vehicle (D5W),D5W,1.0,703-005,-1.0,123.98,27.0,199.68,28.0
TM00199,Vehicle (D5W),D5W,1.0,703-016,-1.0,73.83,27.0,302.1,28.0
TM00199,Vehicle (D5W),D5W,1.0,703-021,-1.0,75.72,27.0,183.7,28.0
TM00199,Vehicle (D5W),D5W,1.0,703-023,-1.0,124.62,27.0,355.77,28.0
TM00199,Vehicle (D5W),D5W,1.0,703-035,-1.0,75.76,27.0,141.25,28.0
TM00199,Vehicle (D5W),D5W,1.0,703-036,-1.0,101.55,27.0,175.99,28.0
TM00199,Vehicle (D5W),D5W,1.0,703-037,-1.0,108.56,27.0,343.0,28.0
TM00199,Vehicle (D5W),D5W,1.0,703-039,-1.0,124.87,27.0,656.46,28.0
TM00219,Vehicle (D5W),D5W,1.0,049-002,0.0,86.07,28.0,370.39,28.0
TM00219,Vehicle (D5W),D5W,1.0,049-008,0.0,93.56,28.0,381.26,28.0
TM00219,Vehicle (D5W),D5W,1.0,049-009,0.0,108.83,28.0,514.83,28.0
TM00219,Vehicle (D5W),D5W,1.0,049-013,0.0,142.27,28.0,708.72,28.0
TM00219,Vehicle (D5W),D5W,1.0,049-014,0.0,110.77,28.0,433.9,28.0
TM00219,Vehicle (D5W),D5W,1.0,049-018,0.0,87.28,28.0,201.62,28.0
