Study,Group,Drug,Control,MID,start,start_size,end,end_size,duration
TM00091,Group 2 IV Docetaxel,Docetaxel,0.0,901-31,1.0,74.22,27.0,2130.97,26.0
TM00091,Group 2 IV Docetaxel,Docetaxel,0.0,901-33,1.0,82.78,27.0,21.33,26.0
TM00091,Group 2 IV Docetaxel,Docetaxel,0.0,901-46,1.0,166.36,27.0,469.76,26.0
TM00091,Group 2 IV Docetaxel,Docetaxel,0.0,901-49,1.0,177.62,27.0,892.41,26.0
TM00091,Group 2 IV Docetaxel,Docetaxel,0.0,901-66,1.0,238.77,27.0,587.65,26.0
TM00097,Group 2 Decetaxel IV,Docetaxel,0.0,077_01,-1.0,101.85,18.0,9.08,19.0
TM00097,Group 2 Decetaxel IV,Docetaxel,0.0,077_06,-1.0,259.66,18.0,20.33,19.0
TM00097,Group 2 Decetaxel IV,Docetaxel,0.0,077_10,-1.0,122.68,18.0,12.54,19.0
TM00097,Group 2 Decetaxel IV,Docetaxel,0.0,077_29,-1.0,124.82,25.0,36.43,26.0
TM00097,Group 2 Decetaxel IV,Docetaxel,0.0,077_31,-1.0,89.94,18.0,4.67,19.0
TM00097,Group 2 Decetaxel IV,Docetaxel,0.0,077_34,-1.0,254.23,25.0,566.74,26.0
TM00097,Group 2 Decetaxel IV,Docetaxel,0.0,077_53,-1.0,124.86,18.0,6.94,19.0
TM00097,Group 2 Decetaxel IV,Docetaxel,0.0,077_65,-1.0,181.33,18.0,6.12,19.0
TM00097,Group 2 Decetaxel IV,Docetaxel,0.0,077_75,-1.0,77.31,18.0,5.15,19.0
TM00098,Group 2 IV Docetaxel,Docetaxel,0.0,126-03,-1.0,107.06,25.0,40.12,26.0
TM00098,Group 2 IV Docetaxel,Docetaxel,0.0,126-10,-1.0,126.77,25.0,75.77,26.0
TM00098,Group 2 IV Docetaxel,Docetaxel,0.0,126-20,-1.0,165.89,25.0,63.21,26.0
TM00098,Group 2 IV Docetaxel,Docetaxel,0.0,126-24,-1.0,74.19,25.0,72.93,26.0
TM00098,Group 2 IV Docetaxel,Docetaxel,0.0,126-29,-1.0,117.5,25.0,16.75,26.0
TM00098,Group 2 IV Docetaxel,Docetaxel,0.0,126-30,-1.0,115.0,25.0,46.21,26.0
TM00098,Group 2 IV Docetaxel,Docetaxel,0.0,126-39,-1.0,131.41,25.0,57.82,26.0
TM00098,Group 2 IV Docetaxel,Docetaxel,0.0,126-47,-1.0,147.42,25.0,40.54,26.0
TM00098,Group 2 IV Docetaxel,Docetaxel,0.0,126-57,-1.0,142.04,25.0,61.95,26.0
TM00098,Group 2 IV Docetaxel,Docetaxel,0.0,126-60,-1.0,88.26,25.0,54.49,26.0
TM00099,Group 2 Docetaxel,Docetaxel,0.0,367_14,1.0,217.93,1.0,217.93,0.0
TM00099,Group 2 Docetaxel,Docetaxel,0.0,367_22,1.0,93.33,25.0,62.44,24.0
TM00099,Group 2 Docetaxel,Docetaxel,0.0,367_48,1.0,145.66,25.0,20.32,24.0
TM00099,Group 2 Docetaxel,Docetaxel,0.0,367_52,1.0,71.54,25.0,16.38,24.0
TM00099,Group 2 Docetaxel,Docetaxel,0.0,367_54,1.0,165.53,25.0,10.74,24.0
TM00099,Group 2 Docetaxel,Docetaxel,0.0,367_63,1.0,141.21,25.0,18.29,24.0
TM00099,Group 2 Docetaxel,Docetaxel,0.0,367_68,1.0,104.28,25.0,14.36,24.0
TM00099,Group 2 Docetaxel,Docetaxel,0.0,367_74,1.0,226.83,25.0,31.67,24.0
TM00099,Group 2 Docetaxel,Docetaxel,0.0,367_82,1.0,188.75,25.0,26.89,24.0
TM01278,Group 2 IV Docetaxel,Docetaxel,0.0,278_11,-1.0,111.77,28.0,658.88,29.0
TM01278,Group 2 IV Docetaxel,Docetaxel,0.0,278_12,-1.0,135.73,28.0,404.72,29.0
TM01278,Group 2 IV Docetaxel,Docetaxel,0.0,278_2,-1.0,140.91,28.0,474.81,29.0
TM01278,Group 2 IV Docetaxel,Docetaxel,0.0,278_21,-1.0,97.16,28.0,532.51,29.0
TM01278,Group 2 IV Docetaxel,Docetaxel,0.0,278_25,-1.0,76.66,28.0,626.37,29.0
TM01278,Group 2 IV Docetaxel,Docetaxel,0.0,278_28,-1.0,144.83,28.0,532.68,29.0
TM01278,Group 2 IV Docetaxel,Docetaxel,0.0,278_33,-1.0,214.27,28.0,659.36,29.0
TM01278,Group 2 IV Docetaxel,Docetaxel,0.0,278_51,-1.0,108.54,28.0,1105.07,29.0
TM01278,Group 2 IV Docetaxel,Docetaxel,0.0,278_52,-1.0,200.36,28.0,947.56,29.0
TM01278,Group 2 IV Docetaxel,Docetaxel,0.0,278_54,-1.0,187.78,28.0,887.05,29.0
TM01278,Group 2 IV Docetaxel,Docetaxel,0.0,278_55,-1.0,117.04,28.0,849.97,29.0
TM01117,Group 2 IV Docetaxel,Docetaxel,0.0,117_1,-1.0,108.79,27.0,92.83,28.0
TM01117,Group 2 IV Docetaxel,Docetaxel,0.0,117_15,-1.0,146.0,27.0,17.76,28.0
TM01117,Group 2 IV Docetaxel,Docetaxel,0.0,117_19,-1.0,238.05,27.0,32.13,28.0
TM01117,Group 2 IV Docetaxel,Docetaxel,0.0,117_21,-1.0,89.52,27.0,50.53,28.0
TM01117,Group 2 IV Docetaxel,Docetaxel,0.0,117_32,-1.0,122.22,27.0,349.14,28.0
TM01117,Group 2 IV Docetaxel,Docetaxel,0.0,117_41,-1.0,115.14,27.0,288.0,28.0
TM01117,Group 2 IV Docetaxel,Docetaxel,0.0,117_55,-1.0,92.47,27.0,180.14,28.0
TM01117,Group 2 IV Docetaxel,Docetaxel,0.0,117_59,-1.0,163.58,27.0,234.06,28.0
TM01117,Group 2 IV Docetaxel,Docetaxel,0.0,117_60,-1.0,102.24,27.0,280.1,28.0
TM01273,IV Docetaxel,Docetaxel,0.0,273-014,0.0,204.13,17.0,958.46,17.0
TM01273,IV Docetaxel,Docetaxel,0.0,273-015,0.0,158.42,17.0,1425.56,17.0
TM01273,IV Docetaxel,Docetaxel,0.0,273-021,0.0,106.82,17.0,887.58,17.0
TM01273,IV Docetaxel,Docetaxel,0.0,273-025,0.0,152.81,17.0,631.58,17.0
TM01273,IV Docetaxel,Docetaxel,0.0,273-027,0.0,162.04,17.0,1563.28,17.0
TM01273,IV Docetaxel,Docetaxel,0.0,273-029,0.0,111.35,17.0,1338.87,17.0
TM01273,IV Docetaxel,Docetaxel,0.0,273-031,0.0,232.46,17.0,1620.83,17.0
TM01273,IV Docetaxel,Docetaxel,0.0,273-032,0.0,286.8,17.0,1660.94,17.0
TM01273,IV Docetaxel,Docetaxel,0.0,273-035,0.0,94.34,17.0,732.2,17.0
TM01273,IV Docetaxel,Docetaxel,0.0,273-041,0.0,79.11,17.0,447.9,17.0
TM01273,IV Docetaxel,Docetaxel,0.0,273-044,0.0,120.45,17.0,818.47,17.0
J000101173,Group 2 Docetaxel,Docetaxel,0.0,173-01,0.0,84.5,28.0,117.38,28.0
J000101173,Group 2 Docetaxel,Docetaxel,0.0,173-04,0.0,158.77,28.0,531.44,28.0
J000101173,Group 2 Docetaxel,Docetaxel,0.0,173-05,0.0,88.75,28.0,324.76,28.0
J000101173,Group 2 Docetaxel,Docetaxel,0.0,173-10,0.0,119.47,28.0,225.76,28.0
J000101173,Group 2 Docetaxel,Docetaxel,0.0,173-15,0.0,123.37,28.0,162.75,28.0
J000101173,Group 2 Docetaxel,Docetaxel,0.0,173-27,0.0,68.92,28.0,77.5,28.0
J000101173,Group 2 Docetaxel,Docetaxel,0.0,173-31,0.0,102.5,28.0,118.65,28.0
J000101173,Group 2 Docetaxel,Docetaxel,0.0,173-41,0.0,212.11,28.0,738.91,28.0
J000101173,Group 2 Docetaxel,Docetaxel,0.0,173-50,0.0,85.03,28.0,161.27,28.0
J000100674,IV Docetaxel,Docetaxel,0.0,674-01,0.0,259.28,21.0,1025.17,21.0
J000100674,IV Docetaxel,Docetaxel,0.0,674-06,0.0,174.32,21.0,679.66,21.0
J000100674,IV Docetaxel,Docetaxel,0.0,674-13,0.0,97.66,21.0,380.73,21.0
J000100674,IV Docetaxel,Docetaxel,0.0,674-15,0.0,219.48,21.0,1009.09,21.0
J000100674,IV Docetaxel,Docetaxel,0.0,674-30,0.0,81.47,21.0,281.56,21.0
J000100674,IV Docetaxel,Docetaxel,0.0,674-42,0.0,77.0,21.0,524.28,21.0
J000100674,IV Docetaxel,Docetaxel,0.0,674-49,0.0,145.78,21.0,831.31,21.0
J000100674,IV Docetaxel,Docetaxel,0.0,674-51,0.0,122.15,21.0,244.59,21.0
J000100674,IV Docetaxel,Docetaxel,0.0,674-55,0.0,91.86,21.0,223.25,21.0
J000100674,IV Docetaxel,Docetaxel,0.0,674-59,0.0,125.56,21.0,344.19,21.0
J000100674,IV Docetaxel,Docetaxel,0.0,674-60,0.0,184.94,21.0,777.15,21.0
J000100675,Group 2 IV Docetaxel,Docetaxel,0.0,675_16,0.0,181.46,27.0,71.63,27.0
J000100675,Group 2 IV Docetaxel,Docetaxel,0.0,675_20,0.0,97.61,27.0,26.37,27.0
J000100675,Group 2 IV Docetaxel,Docetaxel,0.0,675_22,0.0,137.38,27.0,64.26,27.0
J000100675,Group 2 IV Docetaxel,Docetaxel,0.0,675_32,0.0,242.11,27.0,84.69,27.0
J000100675,Group 2 IV Docetaxel,Docetaxel,0.0,675_36,0.0,100.25,27.0,22.08,27.0
J000100675,Group 2 IV Docetaxel,Docetaxel,0.0,675_40,0.0,146.09,27.0,31.07,27.0
J000100675,Group 2 IV Docetaxel,Docetaxel,0.0,675_44,0.0,74.12,27.0,28.48,27.0
J000100675,Group 2 IV Docetaxel,Docetaxel,0.0,675_52,0.0,78.42,27.0,36.73,27.0
J000100675,Group 2 IV Docetaxel,Docetaxel,0.0,675_54,0.0,134.25,27.0,50.1,27.0
J000100675,Group 2 IV Docetaxel,Docetaxel,0.0,675_57,0.0,175.63,27.0,49.91,27.0
J000100675,Group 2 IV Docetaxel,Docetaxel,0.0,675_59,0.0,161.86,27.0,53.89,27.0
J000103634,Group 2: Docetaxel,Docetaxel,0.0,215-15,-1.0,139.0,27.0,491.34,28.0
J000103634,Group 2: Docetaxel,Docetaxel,0.0,215-21,-1.0,149.29,27.0,487.84,28.0
J000103634,Group 2: Docetaxel,Docetaxel,0.0,215-24,-1.0,115.39,27.0,1490.0,28.0
J000103634,Group 2: Docetaxel,Docetaxel,0.0,215-30,-1.0,85.09,27.0,457.73,28.0
J000103634,Group 2: Docetaxel,Docetaxel,0.0,215-34,-1.0,84.41,27.0,1214.16,28.0
J000103634,Group 2: Docetaxel,Docetaxel,0.0,215-59,-1.0,158.04,27.0,1233.94,28.0
TM00103,2: Docetaxel,Docetaxel,0.0,12,-1.0,125.07,27.0,265.03,28.0
TM00103,2: Docetaxel,Docetaxel,0.0,13,-1.0,99.2,27.0,212.06,28.0
TM00103,2: Docetaxel,Docetaxel,0.0,37,-1.0,105.17,27.0,166.47,28.0
TM00386,Group 2 IV Docetaxel,Docetaxel,0.0,555_15,0.0,183.82,28.0,238.15,28.0
TM00386,Group 2 IV Docetaxel,Docetaxel,0.0,555_17,0.0,102.18,28.0,213.72,28.0
TM00386,Group 2 IV Docetaxel,Docetaxel,0.0,555_20,0.0,97.64,28.0,113.91,28.0
TM00386,Group 2 IV Docetaxel,Docetaxel,0.0,555_25,0.0,139.8,28.0,377.28,28.0
TM00386,Group 2 IV Docetaxel,Docetaxel,0.0,555_31,0.0,159.47,28.0,273.19,28.0
TM00386,Group 2 IV Docetaxel,Docetaxel,0.0,555_35,0.0,83.25,28.0,149.45,28.0
TM00386,Group 2 IV Docetaxel,Docetaxel,0.0,555_4,0.0,126.52,28.0,249.15,28.0
TM00386,Group 2 IV Docetaxel,Docetaxel,0.0,555_9,0.0,106.0,28.0,146.48,28.0
J000103917,IV Docetaxel,Docetaxel,0.0,3917-11,-1.0,161.41,27.0,55.95,28.0
J000103917,IV Docetaxel,Docetaxel,0.0,3917-17,-1.0,107.33,10.0,44.1,11.0
J000103917,IV Docetaxel,Docetaxel,0.0,3917-20,-1.0,110.34,24.0,9.97,25.0
J000103917,IV Docetaxel,Docetaxel,0.0,3917-22,-1.0,111.57,27.0,43.78,28.0
J000103917,IV Docetaxel,Docetaxel,0.0,3917-28,-1.0,145.48,17.0,51.12,18.0
J000103917,IV Docetaxel,Docetaxel,0.0,3917-30,-1.0,87.51,27.0,25.93,28.0
J000103917,IV Docetaxel,Docetaxel,0.0,3917-42,-1.0,112.97,27.0,12.89,28.0
J000103917,IV Docetaxel,Docetaxel,0.0,3917-49,-1.0,248.98,27.0,34.96,28.0
J000102184,Group 2 Docetaxel IV,Docetaxel,0.0,2184-03,-1.0,104.88,27.0,146.09,28.0
J000102184,Group 2 Docetaxel IV,Docetaxel,0.0,2184-21,-1.0,114.66,27.0,115.2,28.0
J000102184,Group 2 Docetaxel IV,Docetaxel,0.0,2184-22,-1.0,135.56,27.0,317.81,28.0
J000102184,Group 2 Docetaxel IV,Docetaxel,0.0,2184-31,-1.0,82.76,27.0,218.39,28.0
J000102184,Group 2 Docetaxel IV,Docetaxel,0.0,2184-33,-1.0,80.2,27.0,16.99,28.0
J000102184,Group 2 Docetaxel IV,Docetaxel,0.0,2184-35,-1.0,188.84,27.0,67.5,28.0
J000102184,Group 2 Docetaxel IV,Docetaxel,0.0,2184-47,-1.0,118.13,27.0,245.21,28.0
J000102184,Group 2 Docetaxel IV,Docetaxel,0.0,2184-54,-1.0,114.99,27.0,5.25,28.0
TM00107,Docetaxel,Docetaxel,0.0,1936-12,-1.0,176.86,20.0,103.57,21.0
TM00107,Docetaxel,Docetaxel,0.0,1936-17,-1.0,167.93,20.0,148.6,21.0
TM00107,Docetaxel,Docetaxel,0.0,1936-18,-1.0,105.39,20.0,47.25,21.0
TM00107,Docetaxel,Docetaxel,0.0,1936-25,-1.0,125.21,20.0,173.7,21.0
TM00107,Docetaxel,Docetaxel,0.0,1936-32,-1.0,96.83,20.0,284.6,21.0
TM00107,Docetaxel,Docetaxel,0.0,1936-33,-1.0,143.8,20.0,156.29,21.0
TM00107,Docetaxel,Docetaxel,0.0,1936-36,-1.0,206.3,20.0,263.34,21.0
TM00107,Docetaxel,Docetaxel,0.0,1936-48,-1.0,200.88,20.0,76.47,21.0
TM00999,Docetaxel,Docetaxel,0.0,240-001,-1.0,140.8,26.0,404.96,27.0
TM00999,Docetaxel,Docetaxel,0.0,240-008,-1.0,116.82,26.0,492.52,27.0
TM00999,Docetaxel,Docetaxel,0.0,240-009,-1.0,127.2,26.0,309.84,27.0
TM00999,Docetaxel,Docetaxel,0.0,240-031,-1.0,109.37,26.0,299.04,27.0
TM00999,Docetaxel,Docetaxel,0.0,240-044,-1.0,70.87,26.0,130.15,27.0
TM00999,Docetaxel,Docetaxel,0.0,240-057,-1.0,90.91,26.0,78.82,27.0
TM00999,Docetaxel,Docetaxel,0.0,240-066,-1.0,85.47,26.0,47.99,27.0
TM00999,Docetaxel,Docetaxel,0.0,240-085,-1.0,74.59,26.0,67.34,27.0
J000080739,Group 2 IV Docetaxel,Docetaxel,0.0,739-06,0.0,72.54,18.0,11.27,18.0
J000080739,Group 2 IV Docetaxel,Docetaxel,0.0,739-11,0.0,214.61,18.0,120.09,18.0
J000080739,Group 2 IV Docetaxel,Docetaxel,0.0,739-13,0.0,106.41,18.0,128.2,18.0
J000080739,Group 2 IV Docetaxel,Docetaxel,0.0,739-27,0.0,275.95,18.0,111.65,18.0
J000080739,Group 2 IV Docetaxel,Docetaxel,0.0,739-29,0.0,152.98,18.0,53.14,18.0
J000080739,Group 2 IV Docetaxel,Docetaxel,0.0,739-30,0.0,190.11,18.0,86.16,18.0
J000080739,Group 2 IV Docetaxel,Docetaxel,0.0,739-39,0.0,129.58,18.0,77.63,18.0
J000080739,Group 2 IV Docetaxel,Docetaxel,0.0,739-47,0.0,84.72,18.0,50.66,18.0
J000080739,Group 2 IV Docetaxel,Docetaxel,0.0,739-50,0.0,112.93,18.0,67.0,18.0
J000080739,Group 2 IV Docetaxel,Docetaxel,0.0,739-54,0.0,90.23,18.0,517.35,18.0
J000099327,Group 2 IV Docetaxel,Docetaxel,0.0,327-10,-1.0,183.78,17.0,696.8,18.0
J000099327,Group 2 IV Docetaxel,Docetaxel,0.0,327-16,-1.0,120.49,17.0,363.94,18.0
J000099327,Group 2 IV Docetaxel,Docetaxel,0.0,327-17,-1.0,180.39,17.0,1635.17,18.0
J000099327,Group 2 IV Docetaxel,Docetaxel,0.0,327-25,-1.0,154.74,17.0,922.03,18.0
J000099327,Group 2 IV Docetaxel,Docetaxel,0.0,327-28,-1.0,105.71,17.0,1184.33,18.0
J000099327,Group 2 IV Docetaxel,Docetaxel,0.0,327-34,-1.0,85.86,17.0,1171.37,18.0
J000099327,Group 2 IV Docetaxel,Docetaxel,0.0,327-37,-1.0,162.68,17.0,827.58,18.0
J000099327,Group 2 IV Docetaxel,Docetaxel,0.0,327-38,-1.0,108.4,17.0,240.47,18.0
J000099327,Group 2 IV Docetaxel,Docetaxel,0.0,327-47,-1.0,96.59,17.0,773.75,18.0
J000099327,Group 2 IV Docetaxel,Docetaxel,0.0,327-49,-1.0,249.33,17.0,2656.5,18.0
J000099327,Group 2 IV Docetaxel,Docetaxel,0.0,327-50,-1.0,78.07,17.0,211.29,18.0
TM01079,IV Docetaxel,Docetaxel,0.0,079-02,-1.0,123.76,28.0,19.94,29.0
TM01079,IV Docetaxel,Docetaxel,0.0,079-06,-1.0,77.13,28.0,18.61,29.0
TM01079,IV Docetaxel,Docetaxel,0.0,079-11,-1.0,89.27,28.0,53.13,29.0
TM01079,IV Docetaxel,Docetaxel,0.0,079-14,-1.0,183.14,28.0,111.94,29.0
TM01079,IV Docetaxel,Docetaxel,0.0,079-19,-1.0,77.64,28.0,45.84,29.0
TM01079,IV Docetaxel,Docetaxel,0.0,079-24,-1.0,125.39,28.0,31.27,29.0
TM01079,IV Docetaxel,Docetaxel,0.0,079-39,-1.0,99.75,28.0,15.82,29.0
TM01079,IV Docetaxel,Docetaxel,0.0,079-46,-1.0,83.19,28.0,39.21,29.0
TM01079,IV Docetaxel,Docetaxel,0.0,079-49,-1.0,183.75,28.0,62.15,29.0
TM01079,IV Docetaxel,Docetaxel,0.0,079-58,-1.0,117.75,28.0,58.34,29.0
TM00877,Docetaxel,Docetaxel,0.0,301-006,-1.0,137.44,28.0,67.22,29.0
TM00877,Docetaxel,Docetaxel,0.0,301-014,-1.0,99.86,28.0,196.07,29.0
TM00877,Docetaxel,Docetaxel,0.0,301-015,-1.0,95.41,28.0,57.8,29.0
TM00877,Docetaxel,Docetaxel,0.0,301-016,-1.0,217.41,28.0,41.72,29.0
TM00877,Docetaxel,Docetaxel,0.0,301-019,-1.0,82.22,28.0,92.39,29.0
TM00877,Docetaxel,Docetaxel,0.0,301-026,-1.0,136.46,28.0,63.27,29.0
TM00877,Docetaxel,Docetaxel,0.0,301-028,-1.0,97.29,28.0,83.93,29.0
TM00877,Docetaxel,Docetaxel,0.0,301-033,-1.0,177.51,28.0,140.55,29.0
TM00877,Docetaxel,Docetaxel,0.0,301-034,-1.0,106.44,28.0,48.83,29.0
TM00877,Docetaxel,Docetaxel,0.0,301-035,-1.0,87.05,28.0,49.75,29.0
TM01563,2,Docetaxel,0.0,217-006,-1.0,78.96,27.0,36.75,28.0
TM01563,2,Docetaxel,0.0,217-013,-1.0,103.91,27.0,72.33,28.0
TM01563,2,Docetaxel,0.0,217-018,-1.0,184.42,27.0,42.36,28.0
TM01563,2,Docetaxel,0.0,217-019,-1.0,93.21,27.0,48.84,28.0
TM01563,2,Docetaxel,0.0,217-021,-1.0,152.56,27.0,66.42,28.0
TM01563,2,Docetaxel,0.0,217-025,-1.0,177.91,27.0,78.68,28.0
TM01563,2,Docetaxel,0.0,217-026,-1.0,109.23,16.0,51.95,17.0
TM01563,2,Docetaxel,0.0,217-030,-1.0,109.25,16.0,71.41,17.0
TM01563,2,Docetaxel,0.0,217-033,-1.0,121.93,27.0,383.74,28.0
TM01563,2,Docetaxel,0.0,217-034,-1.0,136.04,27.0,55.79,28.0
TM00199,Docetaxel (QD7 x 2),Docetaxel,0.0,703-008,-1.0,173.82,27.0,191.14,28.0
TM00199,Docetaxel (QD7 x 2),Docetaxel,0.0,703-018,-1.0,84.48,27.0,58.64,28.0
TM00199,Docetaxel (QD7 x 2),Docetaxel,0.0,703-019,-1.0,92.13,27.0,47.04,28.0
TM00199,Docetaxel (QD7 x 2),Docetaxel,0.0,703-024,-1.0,85.81,16.0,54.8,17.0
TM00199,Docetaxel (QD7 x 2),Docetaxel,0.0,703-026,-1.0,188.69,27.0,54.37,28.0
TM00199,Docetaxel (QD7 x 2),Docetaxel,0.0,703-030,-1.0,75.9,13.0,43.21,14.0
TM00199,Docetaxel (QD7 x 2),Docetaxel,0.0,703-031,-1.0,107.51,6.0,102.16,7.0
TM00199,Docetaxel (QD7 x 2),Docetaxel,0.0,703-032,-1.0,86.35,27.0,20.16,28.0
TM00199,Docetaxel (QD7 x 2),Docetaxel,0.0,703-041,-1.0,71.13,27.0,80.52,28.0
TM00199,Docetaxel (QD7 x 2),Docetaxel,0.0,703-044,-1.0,133.67,27.0,95.49,28.0
TM00219,Docetaxel,Docetaxel,0.0,049-001,0.0,141.05,28.0,191.93,28.0
TM00219,Docetaxel,Docetaxel,0.0,049-006,0.0,71.76,28.0,117.59,28.0
TM00219,Docetaxel,Docetaxel,0.0,049-010,0.0,111.08,28.0,128.39,28.0
TM00219,Docetaxel,Docetaxel,0.0,049-016,0.0,110.26,28.0,110.45,28.0
TM00219,Docetaxel,Docetaxel,0.0,049-027,0.0,73.63,28.0,73.11,28.0
TM00219,Docetaxel,Docetaxel,0.0,049-028,0.0,194.66,28.0,195.2,28.0
TM00219,Docetaxel,Docetaxel,0.0,049-031,0.0,96.65,28.0,82.08,28.0
TM00219,Docetaxel,Docetaxel,0.0,049-039,0.0,71.0,28.0,70.98,28.0
TM00219,Docetaxel,Docetaxel,0.0,049-045,0.0,97.55,28.0,107.36,28.0
TM00256,GRP2 - Docetaxel,Docetaxel,0.0,265-003,0.0,78.34,28.0,111.2,28.0
TM00256,GRP2 - Docetaxel,Docetaxel,0.0,265-004,0.0,97.07,28.0,21.89,28.0
TM00256,GRP2 - Docetaxel,Docetaxel,0.0,265-005,0.0,105.81,28.0,193.37,28.0
TM00256,GRP2 - Docetaxel,Docetaxel,0.0,265-008,0.0,140.61,28.0,190.86,28.0
TM00256,GRP2 - Docetaxel,Docetaxel,0.0,265-009,0.0,116.5,28.0,45.46,28.0
TM00256,GRP2 - Docetaxel,Docetaxel,0.0,265-014,0.0,92.38,28.0,36.85,28.0
TM00256,GRP2 - Docetaxel,Docetaxel,0.0,265-027,0.0,92.8,28.0,99.56,28.0
TM00256,GRP2 - Docetaxel,Docetaxel,0.0,265-031,0.0,87.78,28.0,123.02,28.0
TM00256,GRP2 - Docetaxel,Docetaxel,0.0,265-032,0.0,89.38,28.0,33.95,28.0
TM00256,GRP2 - Docetaxel,Docetaxel,0.0,265-037,0.0,96.56,28.0,157.66,28.0
TM00246,Docetaxel,Docetaxel,0.0,1237-04,-1.0,212.47,25.0,101.48,26.0
TM00246,Docetaxel,Docetaxel,0.0,1237-05,-1.0,96.74,25.0,37.97,26.0
TM00246,Docetaxel,Docetaxel,0.0,1237-09,-1.0,82.73,25.0,58.57,26.0
TM00246,Docetaxel,Docetaxel,0.0,1237-12,-1.0,95.35,25.0,90.33,26.0
TM00246,Docetaxel,Docetaxel,0.0,1237-21,-1.0,110.6,25.0,52.02,26.0
TM00246,Docetaxel,Docetaxel,0.0,1237-25,-1.0,134.39,25.0,67.31,26.0
TM00246,Docetaxel,Docetaxel,0.0,1237-27,-1.0,210.77,25.0,65.96,26.0
TM00246,Docetaxel,Docetaxel,0.0,1237-32,-1.0,88.54,25.0,63.36,26.0
TM00203_2,Grp 2 Docetaxel IV,Docetaxel,0.0,801_10,0.0,112.18,28.0,236.0,28.0
TM00203_2,Grp 2 Docetaxel IV,Docetaxel,0.0,801_20,0.0,110.61,28.0,137.3,28.0
TM00203_2,Grp 2 Docetaxel IV,Docetaxel,0.0,801_25,0.0,167.62,28.0,287.35,28.0
TM00203_2,Grp 2 Docetaxel IV,Docetaxel,0.0,801_3,0.0,166.89,14.0,222.51,14.0
TM00203_2,Grp 2 Docetaxel IV,Docetaxel,0.0,801_31,0.0,126.94,28.0,247.58,28.0
J000096652,Group 3 IV Docetaxel,Docetaxel,0.0,652-07,-1.0,229.48,14.0,316.95,15.0
J000096652,Group 3 IV Docetaxel,Docetaxel,0.0,652-14,-1.0,152.68,19.0,63.25,20.0
J000096652,Group 3 IV Docetaxel,Docetaxel,0.0,652-23,-1.0,117.08,19.0,49.3,20.0
J000096652,Group 3 IV Docetaxel,Docetaxel,0.0,652-25,-1.0,92.25,19.0,58.87,20.0
J000096652,Group 3 IV Docetaxel,Docetaxel,0.0,652-27,-1.0,172.77,19.0,62.95,20.0
J000096652,Group 3 IV Docetaxel,Docetaxel,0.0,652-41,-1.0,194.88,19.0,32.27,20.0
J000096652,Group 3 IV Docetaxel,Docetaxel,0.0,652-49,-1.0,102.23,19.0,32.35,20.0
TM00186,Group 2 IV Docetaxel,Docetaxel,0.0,481-23,0.0,207.72,21.0,136.64,21.0
TM00186,Group 2 IV Docetaxel,Docetaxel,0.0,481-24,0.0,121.51,21.0,77.0,21.0
TM00186,Group 2 IV Docetaxel,Docetaxel,0.0,481-35,0.0,74.9,21.0,114.13,21.0
TM00186,Group 2 IV Docetaxel,Docetaxel,0.0,481-41,0.0,131.14,21.0,92.73,21.0
TM00186,Group 2 IV Docetaxel,Docetaxel,0.0,481-46,0.0,189.48,21.0,289.41,21.0
TM00186,Group 2 IV Docetaxel,Docetaxel,0.0,481-53,0.0,155.08,21.0,340.3,21.0
TM00186,Group 2 IV Docetaxel,Docetaxel,0.0,481-58,0.0,88.95,21.0,262.38,21.0
TM00186,Group 2 IV Docetaxel,Docetaxel,0.0,481-64,0.0,234.96,21.0,860.07,21.0
TM00355,Grp2- IV Docetaxel,Docetaxel,0.0,0551-1,0.0,83.65,28.0,81.26,28.0
TM00355,Grp2- IV Docetaxel,Docetaxel,0.0,0551-12,0.0,116.36,28.0,88.92,28.0
TM00355,Grp2- IV Docetaxel,Docetaxel,0.0,0551-17,0.0,82.54,28.0,83.89,28.0
TM00355,Grp2- IV Docetaxel,Docetaxel,0.0,0551-19,0.0,186.71,28.0,143.56,28.0
TM00355,Grp2- IV Docetaxel,Docetaxel,0.0,0551-25,0.0,104.49,28.0,95.86,28.0
TM00355,Grp2- IV Docetaxel,Docetaxel,0.0,0551-3,0.0,72.68,28.0,69.95,28.0
TM00355,Grp2- IV Docetaxel,Docetaxel,0.0,0551-31,0.0,97.46,28.0,104.1,28.0
TM00355,Grp2- IV Docetaxel,Docetaxel,0.0,0551-33,0.0,108.86,28.0,81.71,28.0
TM00355,Grp2- IV Docetaxel,Docetaxel,0.0,0551-37,0.0,77.0,28.0,45.95,28.0
TM00193,Group 2 IV Docetaxel,Docetaxel,0.0,591-08,-1.0,94.07,28.0,91.81,29.0
TM00193,Group 2 IV Docetaxel,Docetaxel,0.0,591-09,-1.0,146.21,28.0,143.34,29.0
TM00193,Group 2 IV Docetaxel,Docetaxel,0.0,591-24,-1.0,94.25,28.0,97.28,29.0
TM00193,Group 2 IV Docetaxel,Docetaxel,0.0,591-30,-1.0,79.94,28.0,67.97,29.0
TM00193,Group 2 IV Docetaxel,Docetaxel,0.0,591-36,-1.0,222.21,28.0,182.88,29.0
TM00193,Group 2 IV Docetaxel,Docetaxel,0.0,591-45,-1.0,125.28,28.0,51.66,29.0
