Study,Group,Drug,Control,MID,Day,Size
TM00212,Grp1_vehicle,D5W,1.0,978_02,14.0,750.22
TM00212,Grp1_vehicle,D5W,1.0,978_02,17.0,858.15
TM00212,Grp1_vehicle,D5W,1.0,978_02,21.0,1069.27
TM00212,Grp1_vehicle,D5W,1.0,978_02,24.0,1278.68
TM00212,Grp1_vehicle,D5W,1.0,978_19,0.0,88.74
TM00212,Grp1_vehicle,D5W,1.0,978_19,3.0,99.4
TM00212,Grp1_vehicle,D5W,1.0,978_19,7.0,158.67
TM00212,Grp1_vehicle,D5W,1.0,978_19,10.0,221.43
TM00212,Grp1_vehicle,D5W,1.0,978_19,14.0,337.69
TM00212,Grp1_vehicle,D5W,1.0,978_19,17.0,989.98
TM00212,Grp1_vehicle,D5W,1.0,978_19,21.0,1031.03
TM00212,Grp1_vehicle,D5W,1.0,978_38,0.0,141.11
TM00212,Grp1_vehicle,D5W,1.0,978_38,3.0,164.14
TM00212,Grp1_vehicle,D5W,1.0,978_38,7.0,256.69
TM00212,Grp1_vehicle,D5W,1.0,978_38,10.0,314.74
TM00212,Grp1_vehicle,D5W,1.0,978_38,14.0,507.85
TM00212,Grp1_vehicle,D5W,1.0,978_40,0.0,71.41
TM00212,Grp1_vehicle,D5W,1.0,978_40,3.0,95.31
TM00212,Grp1_vehicle,D5W,1.0,978_40,7.0,113.32
TM00212,Grp1_vehicle,D5W,1.0,978_40,10.0,126.03
TM00212,Grp1_vehicle,D5W,1.0,978_40,14.0,195.87
TM00212,Grp1_vehicle,D5W,1.0,978_40,17.0,251.17
TM00212,Grp1_vehicle,D5W,1.0,978_40,21.0,678.18
TM00212,Grp1_vehicle,D5W,1.0,978_40,28.0,1049.15
TM00212,Grp1_vehicle,D5W,1.0,978_48,0.0,77.33
TM00212,Grp1_vehicle,D5W,1.0,978_48,3.0,94.68
TM00212,Grp1_vehicle,D5W,1.0,978_48,7.0,171.42
TM00212,Grp1_vehicle,D5W,1.0,978_48,10.0,216.23
TM00212,Grp1_vehicle,D5W,1.0,978_48,14.0,334.02
TM00212,Grp1_vehicle,D5W,1.0,978_48,17.0,919.4
TM00212,Grp1_vehicle,D5W,1.0,978_48,21.0,1170.5
TM00212,Grp1_vehicle,D5W,1.0,978_48,24.0,1186.04
TM00212,Grp1_vehicle,D5W,1.0,978_48,28.0,1273.72
TM00212,Grp1_vehicle,D5W,1.0,978_50,0.0,59.16
TM00212,Grp1_vehicle,D5W,1.0,978_50,3.0,82.14
TM00212,Grp1_vehicle,D5W,1.0,978_50,7.0,87.12
TM00212,Grp1_vehicle,D5W,1.0,978_50,10.0,89.76
TM00212,Grp1_vehicle,D5W,1.0,978_50,14.0,137.08
TM00212,Grp1_vehicle,D5W,1.0,978_50,17.0,175.54
TM00212,Grp1_vehicle,D5W,1.0,978_50,21.0,250.74
TM00212,Grp1_vehicle,D5W,1.0,978_50,24.0,357.13
TM00212,Grp1_vehicle,D5W,1.0,978_50,28.0,665.84
TM00212,Grp1_vehicle,D5W,1.0,978_53,0.0,221.1
TM00212,Grp1_vehicle,D5W,1.0,978_53,3.0,255.54
TM00212,Grp1_vehicle,D5W,1.0,978_53,7.0,285.08
TM00212,Grp1_vehicle,D5W,1.0,978_53,10.0,365.52
TM00212,Grp1_vehicle,D5W,1.0,978_53,14.0,460.5
TM00212,Grp1_vehicle,D5W,1.0,978_53,17.0,906.59
TM00212,Grp1_vehicle,D5W,1.0,978_53,21.0,1393.54
TM00212,Grp1_vehicle,D5W,1.0,978_53,24.0,1570.23
TM00212,Grp1_vehicle,D5W,1.0,978_53,28.0,1720.47
TM00212,Grp1_vehicle,D5W,1.0,978_54,0.0,87.37
TM00212,Grp1_vehicle,D5W,1.0,978_54,3.0,139.65
TM00212,Grp1_vehicle,D5W,1.0,978_54,7.0,195.45
TM00212,Grp1_vehicle,D5W,1.0,978_54,10.0,293.65
TM00212,Grp1_vehicle,D5W,1.0,978_54,14.0,454.79
TM00212,Grp1_vehicle,D5W,1.0,978_54,17.0,548.73
TM00212,Grp1_vehicle,D5W,1.0,978_54,21.0,825.82
TM00212,Grp1_vehicle,D5W,1.0,978_54,24.0,921.17
TM00212,Grp1_vehicle,D5W,1.0,978_54,28.0,967.31
TM00212,Grp1_vehicle,D5W,1.0,978_63,0.0,110.38
TM00212,Grp1_vehicle,D5W,1.0,978_63,3.0,140.62
TM00212,Grp1_vehicle,D5W,1.0,978_63,7.0,136.14
TM00212,Grp1_vehicle,D5W,1.0,978_63,10.0,168.31
TM00212,Grp1_vehicle,D5W,1.0,978_63,14.0,258.11
TM00212,Grp1_vehicle,D5W,1.0,978_63,17.0,401.21
TM00212,Grp1_vehicle,D5W,1.0,978_63,21.0,867.04
TM00212,Grp1_vehicle,D5W,1.0,978_63,24.0,1005.17
TM00212,Grp1_vehicle,D5W,1.0,978_63,28.0,1261.7
TM00214,Vehicle,D5W,1.0,011_19,-1.0,96.61
TM00214,Vehicle,D5W,1.0,011_19,2.0,104.1
TM00214,Vehicle,D5W,1.0,011_19,6.0,98.56
TM00214,Vehicle,D5W,1.0,011_19,9.0,123.02
TM00214,Vehicle,D5W,1.0,011_19,13.0,133.16
TM00214,Vehicle,D5W,1.0,011_19,16.0,159.85
TM00214,Vehicle,D5W,1.0,011_19,20.0,213.85
TM00214,Vehicle,D5W,1.0,011_19,23.0,258.44
TM00214,Vehicle,D5W,1.0,011_19,27.0,400.17
TM00214,Vehicle,D5W,1.0,011_2,-1.0,201.39
TM00214,Vehicle,D5W,1.0,011_2,2.0,348.3
TM00214,Vehicle,D5W,1.0,011_2,6.0,472.77
TM00214,Vehicle,D5W,1.0,011_2,9.0,506.84
TM00214,Vehicle,D5W,1.0,011_2,13.0,583.08
TM00214,Vehicle,D5W,1.0,011_2,16.0,624.08
TM00214,Vehicle,D5W,1.0,011_2,20.0,678.64
TM00214,Vehicle,D5W,1.0,011_2,23.0,1008.21
TM00214,Vehicle,D5W,1.0,011_2,27.0,1452.23
TM00214,Vehicle,D5W,1.0,011_21,-1.0,293.32
TM00214,Vehicle,D5W,1.0,011_21,2.0,458.02
TM00214,Vehicle,D5W,1.0,011_21,6.0,483.43
TM00214,Vehicle,D5W,1.0,011_21,9.0,484.07
TM00214,Vehicle,D5W,1.0,011_21,13.0,623.84
TM00214,Vehicle,D5W,1.0,011_21,16.0,701.22
TM00214,Vehicle,D5W,1.0,011_21,20.0,1115.4
TM00214,Vehicle,D5W,1.0,011_21,23.0,1329.99
TM00214,Vehicle,D5W,1.0,011_22,-1.0,237.06
TM00214,Vehicle,D5W,1.0,011_22,2.0,328.42
TM00214,Vehicle,D5W,1.0,011_22,6.0,580.63
TM00214,Vehicle,D5W,1.0,011_22,9.0,586.94
TM00214,Vehicle,D5W,1.0,011_22,13.0,741.09
TM00214,Vehicle,D5W,1.0,011_22,16.0,887.01
TM00214,Vehicle,D5W,1.0,011_22,20.0,1136.4
TM00214,Vehicle,D5W,1.0,011_22,23.0,1558.83
TM00214,Vehicle,D5W,1.0,011_22,27.0,1861.51
TM00214,Vehicle,D5W,1.0,011_26,-1.0,186.11
TM00214,Vehicle,D5W,1.0,011_26,2.0,301.51
TM00214,Vehicle,D5W,1.0,011_26,6.0,412.81
TM00214,Vehicle,D5W,1.0,011_26,9.0,420.29
TM00214,Vehicle,D5W,1.0,011_26,13.0,512.54
TM00214,Vehicle,D5W,1.0,011_26,16.0,730.6
TM00214,Vehicle,D5W,1.0,011_26,20.0,918.46
TM00214,Vehicle,D5W,1.0,011_26,23.0,1481.58
TM00214,Vehicle,D5W,1.0,011_26,27.0,1577.99
TM00214,Vehicle,D5W,1.0,011_28,-1.0,168.03
TM00214,Vehicle,D5W,1.0,011_28,2.0,241.49
TM00214,Vehicle,D5W,1.0,011_28,6.0,355.22
TM00214,Vehicle,D5W,1.0,011_28,9.0,370.81
TM00214,Vehicle,D5W,1.0,011_28,13.0,498.34
TM00214,Vehicle,D5W,1.0,011_28,16.0,621.29
TM00214,Vehicle,D5W,1.0,011_28,20.0,763.8
TM00214,Vehicle,D5W,1.0,011_28,23.0,951.3
TM00214,Vehicle,D5W,1.0,011_28,27.0,1097.0
TM00214,Vehicle,D5W,1.0,011_31,-1.0,184.91
TM00214,Vehicle,D5W,1.0,011_31,2.0,287.43
TM00214,Vehicle,D5W,1.0,011_31,6.0,389.02
TM00214,Vehicle,D5W,1.0,011_31,9.0,396.95
TM00214,Vehicle,D5W,1.0,011_31,13.0,534.6
TM00214,Vehicle,D5W,1.0,011_31,16.0,553.19
TM00214,Vehicle,D5W,1.0,011_31,20.0,852.32
TM00214,Vehicle,D5W,1.0,011_31,23.0,888.51
TM00214,Vehicle,D5W,1.0,011_31,27.0,993.91
TM00214,Vehicle,D5W,1.0,011_33,-1.0,224.57
TM00214,Vehicle,D5W,1.0,011_33,2.0,366.62
TM00214,Vehicle,D5W,1.0,011_33,6.0,384.28
TM00214,Vehicle,D5W,1.0,011_33,9.0,425.63
TM00214,Vehicle,D5W,1.0,011_33,13.0,786.0
TM00214,Vehicle,D5W,1.0,011_33,16.0,939.04
TM00214,Vehicle,D5W,1.0,011_33,20.0,1167.63
TM00214,Vehicle,D5W,1.0,011_33,23.0,1162.69
TM00214,Vehicle,D5W,1.0,011_33,27.0,1214.97
TM00214,Vehicle,D5W,1.0,011_35,-1.0,98.31
TM00214,Vehicle,D5W,1.0,011_35,2.0,160.91
TM00214,Vehicle,D5W,1.0,011_35,6.0,209.08
TM00214,Vehicle,D5W,1.0,011_35,9.0,211.39
TM00214,Vehicle,D5W,1.0,011_35,13.0,441.52
TM00214,Vehicle,D5W,1.0,011_35,16.0,478.36
TM00214,Vehicle,D5W,1.0,011_35,20.0,490.37
TM00214,Vehicle,D5W,1.0,011_35,23.0,585.22
TM00214,Vehicle,D5W,1.0,011_35,27.0,611.94
TM00214,Vehicle,D5W,1.0,011_7,-1.0,156.78
TM00214,Vehicle,D5W,1.0,011_7,2.0,207.68
TM00214,Vehicle,D5W,1.0,011_7,6.0,227.45
TM00214,Vehicle,D5W,1.0,011_7,9.0,235.38
TM00214,Vehicle,D5W,1.0,011_7,13.0,250.97
TM00214,Vehicle,D5W,1.0,011_7,16.0,255.58
TM00214,Vehicle,D5W,1.0,011_7,20.0,257.81
TM00214,Vehicle,D5W,1.0,011_7,23.0,345.56
TM00214,Vehicle,D5W,1.0,011_7,27.0,430.52
TM00222,Grp1 IV D5W,D5W,1.0,102_10,0.0,127.26
TM00222,Grp1 IV D5W,D5W,1.0,102_10,3.0,247.03
TM00222,Grp1 IV D5W,D5W,1.0,102_10,7.0,264.86
TM00222,Grp1 IV D5W,D5W,1.0,102_10,10.0,422.38
TM00222,Grp1 IV D5W,D5W,1.0,102_10,14.0,555.07
TM00222,Grp1 IV D5W,D5W,1.0,102_10,17.0,650.91
TM00222,Grp1 IV D5W,D5W,1.0,102_10,21.0,1026.19
TM00222,Grp1 IV D5W,D5W,1.0,102_10,24.0,1028.67
TM00222,Grp1 IV D5W,D5W,1.0,102_10,28.0,1374.12
TM00222,Grp1 IV D5W,D5W,1.0,102_16,0.0,61.06
TM00222,Grp1 IV D5W,D5W,1.0,102_16,3.0,104.56
TM00222,Grp1 IV D5W,D5W,1.0,102_16,7.0,121.4
TM00222,Grp1 IV D5W,D5W,1.0,102_16,10.0,153.19
TM00222,Grp1 IV D5W,D5W,1.0,102_16,14.0,192.05
TM00222,Grp1 IV D5W,D5W,1.0,102_16,17.0,217.42
TM00222,Grp1 IV D5W,D5W,1.0,102_16,21.0,331.6
TM00222,Grp1 IV D5W,D5W,1.0,102_16,24.0,334.86
TM00222,Grp1 IV D5W,D5W,1.0,102_16,28.0,348.94
TM00222,Grp1 IV D5W,D5W,1.0,102_17,0.0,92.36
TM00222,Grp1 IV D5W,D5W,1.0,102_17,3.0,106.07
TM00222,Grp1 IV D5W,D5W,1.0,102_17,7.0,153.4
TM00222,Grp1 IV D5W,D5W,1.0,102_17,10.0,193.37
TM00222,Grp1 IV D5W,D5W,1.0,102_17,14.0,291.87
TM00222,Grp1 IV D5W,D5W,1.0,102_17,17.0,387.34
TM00222,Grp1 IV D5W,D5W,1.0,102_17,21.0,617.52
TM00222,Grp1 IV D5W,D5W,1.0,102_17,24.0,845.59
TM00222,Grp1 IV D5W,D5W,1.0,102_17,28.0,947.64
TM00222,Grp1 IV D5W,D5W,1.0,102_25,0.0,129.48
TM00222,Grp1 IV D5W,D5W,1.0,102_25,3.0,171.22
TM00222,Grp1 IV D5W,D5W,1.0,102_25,7.0,192.28
TM00222,Grp1 IV D5W,D5W,1.0,102_25,10.0,313.21
TM00222,Grp1 IV D5W,D5W,1.0,102_25,14.0,387.2
TM00222,Grp1 IV D5W,D5W,1.0,102_25,17.0,459.47
TM00222,Grp1 IV D5W,D5W,1.0,102_25,21.0,658.03
TM00222,Grp1 IV D5W,D5W,1.0,102_25,24.0,742.52
TM00222,Grp1 IV D5W,D5W,1.0,102_3,0.0,91.01
TM00222,Grp1 IV D5W,D5W,1.0,102_3,3.0,135.93
TM00222,Grp1 IV D5W,D5W,1.0,102_3,7.0,220.47
TM00222,Grp1 IV D5W,D5W,1.0,102_3,10.0,297.64
TM00222,Grp1 IV D5W,D5W,1.0,102_3,14.0,428.45
TM00222,Grp1 IV D5W,D5W,1.0,102_3,17.0,528.94
TM00222,Grp1 IV D5W,D5W,1.0,102_3,21.0,665.32
TM00222,Grp1 IV D5W,D5W,1.0,102_3,24.0,948.36
TM00222,Grp1 IV D5W,D5W,1.0,102_3,28.0,1180.59
TM00222,Grp1 IV D5W,D5W,1.0,102_31,0.0,189.09
TM00222,Grp1 IV D5W,D5W,1.0,102_31,3.0,226.1
TM00222,Grp1 IV D5W,D5W,1.0,102_31,7.0,361.78
TM00222,Grp1 IV D5W,D5W,1.0,102_31,10.0,442.46
TM00222,Grp1 IV D5W,D5W,1.0,102_31,14.0,559.27
TM00222,Grp1 IV D5W,D5W,1.0,102_31,17.0,682.62
TM00222,Grp1 IV D5W,D5W,1.0,102_31,21.0,932.93
TM00222,Grp1 IV D5W,D5W,1.0,102_31,24.0,1206.0
TM00222,Grp1 IV D5W,D5W,1.0,102_31,28.0,1357.26
TM00222,Grp1 IV D5W,D5W,1.0,102_48,0.0,265.5
TM00222,Grp1 IV D5W,D5W,1.0,102_48,3.0,411.47
TM00222,Grp1 IV D5W,D5W,1.0,102_48,7.0,525.3
TM00222,Grp1 IV D5W,D5W,1.0,102_48,10.0,700.87
TM00222,Grp1 IV D5W,D5W,1.0,102_48,14.0,928.72
TM00222,Grp1 IV D5W,D5W,1.0,102_48,17.0,1249.58
TM00222,Grp1 IV D5W,D5W,1.0,102_48,21.0,1444.23
TM00222,Grp1 IV D5W,D5W,1.0,102_48,24.0,1818.45
TM00222,Grp1 IV D5W,D5W,1.0,102_48,28.0,1900.07
TM00222,Grp1 IV D5W,D5W,1.0,102_9,0.0,160.04
TM00222,Grp1 IV D5W,D5W,1.0,102_9,3.0,256.51
TM00222,Grp1 IV D5W,D5W,1.0,102_9,7.0,375.39
TM00222,Grp1 IV D5W,D5W,1.0,102_9,10.0,457.58
TM00222,Grp1 IV D5W,D5W,1.0,102_9,14.0,584.72
TM00222,Grp1 IV D5W,D5W,1.0,102_9,17.0,691.55
TM00222,Grp1 IV D5W,D5W,1.0,102_9,21.0,986.64
TM00222,Grp1 IV D5W,D5W,1.0,102_9,24.0,1311.44
TM00233,Grp1 IV D5W,D5W,1.0,202_03,-1.0,271.72
TM00233,Grp1 IV D5W,D5W,1.0,202_03,3.0,347.28
TM00233,Grp1 IV D5W,D5W,1.0,202_03,7.0,347.61
TM00233,Grp1 IV D5W,D5W,1.0,202_03,10.0,388.94
TM00233,Grp1 IV D5W,D5W,1.0,202_03,14.0,425.22
TM00233,Grp1 IV D5W,D5W,1.0,202_03,17.0,479.01
TM00233,Grp1 IV D5W,D5W,1.0,202_03,21.0,611.58
TM00233,Grp1 IV D5W,D5W,1.0,202_03,24.0,641.43
TM00233,Grp1 IV D5W,D5W,1.0,202_03,28.0,650.8
TM00233,Grp1 IV D5W,D5W,1.0,202_10,-1.0,92.71
TM00233,Grp1 IV D5W,D5W,1.0,202_10,3.0,101.77
TM00233,Grp1 IV D5W,D5W,1.0,202_10,7.0,101.77
TM00233,Grp1 IV D5W,D5W,1.0,202_10,10.0,186.65
TM00233,Grp1 IV D5W,D5W,1.0,202_10,14.0,217.47
TM00233,Grp1 IV D5W,D5W,1.0,202_10,17.0,217.47
TM00233,Grp1 IV D5W,D5W,1.0,202_10,21.0,340.97
TM00233,Grp1 IV D5W,D5W,1.0,202_10,24.0,375.34
TM00233,Grp1 IV D5W,D5W,1.0,202_10,28.0,454.03
TM00233,Grp1 IV D5W,D5W,1.0,202_13,-1.0,161.06
TM00233,Grp1 IV D5W,D5W,1.0,202_13,3.0,164.21
TM00233,Grp1 IV D5W,D5W,1.0,202_13,7.0,164.4
TM00233,Grp1 IV D5W,D5W,1.0,202_13,10.0,174.32
TM00233,Grp1 IV D5W,D5W,1.0,202_13,14.0,192.95
TM00233,Grp1 IV D5W,D5W,1.0,202_13,17.0,294.45
TM00233,Grp1 IV D5W,D5W,1.0,202_13,21.0,337.06
TM00233,Grp1 IV D5W,D5W,1.0,202_13,24.0,381.13
TM00233,Grp1 IV D5W,D5W,1.0,202_13,28.0,396.25
TM00233,Grp1 IV D5W,D5W,1.0,202_19,-1.0,97.16
TM00233,Grp1 IV D5W,D5W,1.0,202_19,3.0,112.9
TM00233,Grp1 IV D5W,D5W,1.0,202_19,7.0,112.9
TM00233,Grp1 IV D5W,D5W,1.0,202_19,10.0,125.04
TM00233,Grp1 IV D5W,D5W,1.0,202_19,14.0,153.49
TM00233,Grp1 IV D5W,D5W,1.0,202_19,17.0,201.91
TM00233,Grp1 IV D5W,D5W,1.0,202_19,21.0,269.16
TM00233,Grp1 IV D5W,D5W,1.0,202_19,24.0,336.12
TM00233,Grp1 IV D5W,D5W,1.0,202_19,28.0,353.4
TM00233,Grp1 IV D5W,D5W,1.0,202_28,-1.0,107.35
TM00233,Grp1 IV D5W,D5W,1.0,202_28,3.0,114.35
TM00233,Grp1 IV D5W,D5W,1.0,202_28,7.0,116.93
TM00233,Grp1 IV D5W,D5W,1.0,202_28,10.0,121.19
TM00233,Grp1 IV D5W,D5W,1.0,202_28,14.0,150.05
TM00233,Grp1 IV D5W,D5W,1.0,202_28,17.0,172.66
TM00233,Grp1 IV D5W,D5W,1.0,202_28,21.0,271.26
TM00233,Grp1 IV D5W,D5W,1.0,202_28,24.0,322.58
TM00233,Grp1 IV D5W,D5W,1.0,202_28,28.0,336.55
TM00233,Grp1 IV D5W,D5W,1.0,202_40,-1.0,140.1
TM00233,Grp1 IV D5W,D5W,1.0,202_40,3.0,158.31
TM00233,Grp1 IV D5W,D5W,1.0,202_40,7.0,158.5
TM00233,Grp1 IV D5W,D5W,1.0,202_40,10.0,162.24
TM00233,Grp1 IV D5W,D5W,1.0,202_40,14.0,183.05
TM00233,Grp1 IV D5W,D5W,1.0,202_40,17.0,204.58
TM00233,Grp1 IV D5W,D5W,1.0,202_40,21.0,278.63
TM00233,Grp1 IV D5W,D5W,1.0,202_40,24.0,394.94
TM00233,Grp1 IV D5W,D5W,1.0,202_40,28.0,403.65
TM00233,Grp1 IV D5W,D5W,1.0,202_48,-1.0,102.47
TM00233,Grp1 IV D5W,D5W,1.0,202_48,3.0,108.66
TM00233,Grp1 IV D5W,D5W,1.0,202_48,7.0,109.43
TM00233,Grp1 IV D5W,D5W,1.0,202_48,10.0,131.03
TM00233,Grp1 IV D5W,D5W,1.0,202_48,14.0,153.32
TM00233,Grp1 IV D5W,D5W,1.0,202_49,-1.0,194.1
TM00233,Grp1 IV D5W,D5W,1.0,202_49,3.0,223.56
TM00233,Grp1 IV D5W,D5W,1.0,202_49,7.0,225.33
TM00233,Grp1 IV D5W,D5W,1.0,202_49,10.0,266.88
TM00233,Grp1 IV D5W,D5W,1.0,202_49,14.0,402.11
TM00233,Grp1 IV D5W,D5W,1.0,202_49,17.0,472.01
TM00233,Grp1 IV D5W,D5W,1.0,202_49,21.0,760.42
TM00233,Grp1 IV D5W,D5W,1.0,202_49,24.0,911.61
TM00233,Grp1 IV D5W,D5W,1.0,202_49,28.0,981.95
TM00253,Group 1 IV D5W,D5W,1.0,260-04,0.0,112.7
TM00253,Group 1 IV D5W,D5W,1.0,260-04,5.0,233.24
TM00253,Group 1 IV D5W,D5W,1.0,260-04,8.0,276.41
TM00253,Group 1 IV D5W,D5W,1.0,260-04,12.0,303.01
TM00253,Group 1 IV D5W,D5W,1.0,260-04,15.0,338.64
TM00253,Group 1 IV D5W,D5W,1.0,260-04,19.0,364.56
TM00253,Group 1 IV D5W,D5W,1.0,260-04,22.0,567.08
TM00253,Group 1 IV D5W,D5W,1.0,260-04,26.0,675.13
TM00253,Group 1 IV D5W,D5W,1.0,260-08,0.0,95.8
TM00253,Group 1 IV D5W,D5W,1.0,260-08,5.0,132.58
TM00253,Group 1 IV D5W,D5W,1.0,260-08,8.0,166.46
TM00253,Group 1 IV D5W,D5W,1.0,260-08,12.0,180.37
TM00253,Group 1 IV D5W,D5W,1.0,260-08,15.0,210.62
TM00253,Group 1 IV D5W,D5W,1.0,260-08,19.0,246.81
TM00253,Group 1 IV D5W,D5W,1.0,260-08,22.0,315.49
TM00253,Group 1 IV D5W,D5W,1.0,260-08,26.0,384.81
TM00253,Group 1 IV D5W,D5W,1.0,260-10,0.0,100.71
TM00253,Group 1 IV D5W,D5W,1.0,260-10,5.0,142.6
TM00253,Group 1 IV D5W,D5W,1.0,260-10,8.0,151.95
TM00253,Group 1 IV D5W,D5W,1.0,260-10,12.0,159.44
TM00253,Group 1 IV D5W,D5W,1.0,260-10,15.0,169.39
TM00253,Group 1 IV D5W,D5W,1.0,260-10,19.0,185.2
TM00253,Group 1 IV D5W,D5W,1.0,260-10,22.0,218.65
TM00253,Group 1 IV D5W,D5W,1.0,260-10,26.0,254.59
TM00253,Group 1 IV D5W,D5W,1.0,260-11,0.0,135.66
TM00253,Group 1 IV D5W,D5W,1.0,260-11,5.0,183.17
TM00253,Group 1 IV D5W,D5W,1.0,260-11,8.0,242.32
TM00253,Group 1 IV D5W,D5W,1.0,260-11,12.0,271.34
TM00253,Group 1 IV D5W,D5W,1.0,260-11,15.0,328.03
TM00253,Group 1 IV D5W,D5W,1.0,260-11,19.0,438.72
TM00253,Group 1 IV D5W,D5W,1.0,260-11,22.0,502.68
TM00253,Group 1 IV D5W,D5W,1.0,260-11,26.0,584.04
TM00253,Group 1 IV D5W,D5W,1.0,260-22,0.0,111.22
TM00253,Group 1 IV D5W,D5W,1.0,260-22,5.0,145.17
TM00253,Group 1 IV D5W,D5W,1.0,260-22,8.0,195.74
TM00253,Group 1 IV D5W,D5W,1.0,260-22,12.0,254.7
TM00253,Group 1 IV D5W,D5W,1.0,260-22,15.0,324.81
TM00253,Group 1 IV D5W,D5W,1.0,260-22,19.0,377.63
TM00253,Group 1 IV D5W,D5W,1.0,260-22,22.0,413.09
TM00253,Group 1 IV D5W,D5W,1.0,260-22,26.0,442.17
TM00253,Group 1 IV D5W,D5W,1.0,260-25,0.0,184.23
TM00253,Group 1 IV D5W,D5W,1.0,260-25,5.0,315.84
TM00253,Group 1 IV D5W,D5W,1.0,260-25,8.0,339.7
TM00253,Group 1 IV D5W,D5W,1.0,260-25,12.0,358.26
TM00253,Group 1 IV D5W,D5W,1.0,260-25,15.0,376.37
TM00253,Group 1 IV D5W,D5W,1.0,260-25,19.0,386.22
TM00253,Group 1 IV D5W,D5W,1.0,260-25,22.0,414.06
TM00253,Group 1 IV D5W,D5W,1.0,260-25,26.0,464.27
TM00253,Group 1 IV D5W,D5W,1.0,260-29,0.0,81.57
TM00253,Group 1 IV D5W,D5W,1.0,260-29,5.0,128.42
TM00253,Group 1 IV D5W,D5W,1.0,260-29,8.0,138.39
TM00253,Group 1 IV D5W,D5W,1.0,260-29,12.0,148.26
TM00253,Group 1 IV D5W,D5W,1.0,260-29,15.0,158.4
TM00253,Group 1 IV D5W,D5W,1.0,260-29,19.0,219.53
TM00253,Group 1 IV D5W,D5W,1.0,260-29,22.0,247.79
TM00253,Group 1 IV D5W,D5W,1.0,260-29,26.0,257.74
TM00253,Group 1 IV D5W,D5W,1.0,260-39,0.0,96.71
TM00253,Group 1 IV D5W,D5W,1.0,260-39,5.0,131.73
TM00253,Group 1 IV D5W,D5W,1.0,260-39,8.0,157.15
TM00253,Group 1 IV D5W,D5W,1.0,260-39,12.0,167.19
TM00253,Group 1 IV D5W,D5W,1.0,260-39,15.0,195.81
TM00253,Group 1 IV D5W,D5W,1.0,260-39,19.0,221.53
TM00253,Group 1 IV D5W,D5W,1.0,260-39,22.0,308.45
TM00253,Group 1 IV D5W,D5W,1.0,260-39,26.0,310.47
TM00253,Group 1 IV D5W,D5W,1.0,260-42,0.0,142.5
TM00253,Group 1 IV D5W,D5W,1.0,260-42,5.0,240.94
TM00253,Group 1 IV D5W,D5W,1.0,260-42,8.0,255.75
TM00253,Group 1 IV D5W,D5W,1.0,260-42,12.0,294.17
TM00253,Group 1 IV D5W,D5W,1.0,260-42,15.0,330.04
TM00253,Group 1 IV D5W,D5W,1.0,260-42,19.0,372.15
TM00253,Group 1 IV D5W,D5W,1.0,260-42,22.0,421.22
TM00253,Group 1 IV D5W,D5W,1.0,260-42,26.0,426.24
TM00253,Group 1 IV D5W,D5W,1.0,260-48,0.0,101.65
TM00253,Group 1 IV D5W,D5W,1.0,260-48,5.0,130.93
TM00253,Group 1 IV D5W,D5W,1.0,260-48,8.0,165.63
TM00253,Group 1 IV D5W,D5W,1.0,260-48,12.0,181.18
TM00253,Group 1 IV D5W,D5W,1.0,260-48,15.0,187.0
TM00253,Group 1 IV D5W,D5W,1.0,260-48,19.0,237.6
TM00253,Group 1 IV D5W,D5W,1.0,260-48,22.0,283.77
TM00253,Group 1 IV D5W,D5W,1.0,260-48,26.0,287.18
J000079689,Grp1 D5W,D5W,1.0,689_09,0.0,136.35
J000079689,Grp1 D5W,D5W,1.0,689_09,4.0,346.74
J000079689,Grp1 D5W,D5W,1.0,689_09,8.0,467.72
J000079689,Grp1 D5W,D5W,1.0,689_09,11.0,590.11
J000079689,Grp1 D5W,D5W,1.0,689_09,15.0,658.39
J000079689,Grp1 D5W,D5W,1.0,689_09,18.0,727.57
J000079689,Grp1 D5W,D5W,1.0,689_09,22.0,823.53
J000079689,Grp1 D5W,D5W,1.0,689_09,25.0,856.62
J000079689,Grp1 D5W,D5W,1.0,689_24,0.0,103.19
J000079689,Grp1 D5W,D5W,1.0,689_24,4.0,132.34
J000079689,Grp1 D5W,D5W,1.0,689_24,8.0,152.4
J000079689,Grp1 D5W,D5W,1.0,689_24,11.0,186.74
J000079689,Grp1 D5W,D5W,1.0,689_24,15.0,210.44
J000079689,Grp1 D5W,D5W,1.0,689_24,18.0,285.49
J000079689,Grp1 D5W,D5W,1.0,689_24,22.0,333.89
J000079689,Grp1 D5W,D5W,1.0,689_24,25.0,368.67
J000079689,Grp1 D5W,D5W,1.0,689_30,0.0,295.68
J000079689,Grp1 D5W,D5W,1.0,689_30,4.0,387.57
J000079689,Grp1 D5W,D5W,1.0,689_30,8.0,471.5
J000079689,Grp1 D5W,D5W,1.0,689_30,11.0,689.21
J000079689,Grp1 D5W,D5W,1.0,689_30,15.0,838.23
J000079689,Grp1 D5W,D5W,1.0,689_30,18.0,767.6
J000079689,Grp1 D5W,D5W,1.0,689_30,22.0,917.0
J000079689,Grp1 D5W,D5W,1.0,689_30,25.0,977.68
J000079689,Grp1 D5W,D5W,1.0,689_38,0.0,326.86
J000079689,Grp1 D5W,D5W,1.0,689_38,4.0,509.67
