Study,Group,Drug,Control,MID,Day,Size
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-27,18.0,86.55
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-27,22.0,26.15
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-27,25.0,42.98
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-28,-1.0,125.54
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-28,4.0,210.53
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-28,8.0,196.33
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-28,11.0,217.09
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-28,15.0,150.73
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-28,18.0,101.83
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-28,22.0,36.68
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-43,-1.0,118.65
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-43,4.0,152.68
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-43,8.0,122.27
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-43,11.0,145.64
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-43,15.0,114.88
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-43,18.0,74.68
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-43,22.0,43.92
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-43,25.0,59.73
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-51,-1.0,132.21
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-51,4.0,109.37
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-51,8.0,166.16
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-51,11.0,180.95
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-51,15.0,212.34
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-51,18.0,129.32
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-51,22.0,55.79
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-51,25.0,49.84
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-52,-1.0,114.62
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-52,4.0,136.51
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-52,8.0,106.63
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-52,11.0,148.34
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-52,15.0,122.7
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-52,18.0,107.37
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-52,22.0,47.04
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-52,25.0,49.97
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-59,-1.0,140.78
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-59,4.0,184.13
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-59,8.0,130.71
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-59,11.0,174.0
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-59,15.0,120.85
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-59,18.0,138.78
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-59,22.0,37.7
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-59,25.0,54.06
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-80,-1.0,75.05
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-80,4.0,181.54
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-80,8.0,223.86
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-80,11.0,116.67
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-80,15.0,47.4
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-80,18.0,44.6
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-80,22.0,41.68
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-80,25.0,56.01
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_03,1.0,213.48
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_03,4.0,366.63
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_03,8.0,315.9
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_03,11.0,318.45
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_03,15.0,191.19
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_03,18.0,140.98
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_03,23.0,44.73
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_03,25.0,34.52
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_15,1.0,129.01
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_15,4.0,118.17
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_15,8.0,117.03
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_15,11.0,102.23
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_15,15.0,36.06
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_15,18.0,41.53
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_15,23.0,14.05
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_15,25.0,15.58
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_29,1.0,112.08
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_29,4.0,105.28
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_29,8.0,68.69
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_29,11.0,63.44
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_29,15.0,42.27
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_29,18.0,14.74
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_29,23.0,26.52
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_29,25.0,8.44
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_51,1.0,148.52
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_51,4.0,166.3
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_51,8.0,83.88
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_51,11.0,44.85
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_51,15.0,15.79
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_51,18.0,19.53
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_51,23.0,12.74
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_51,25.0,14.76
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_77,1.0,92.79
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_77,4.0,78.63
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_77,8.0,41.19
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_77,11.0,48.43
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_77,15.0,31.75
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_77,18.0,25.84
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_77,23.0,24.58
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_77,25.0,9.92
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_80,1.0,156.89
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_80,4.0,207.22
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_80,8.0,126.93
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_80,11.0,59.0
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_80,15.0,41.8
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_80,18.0,51.64
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_80,23.0,29.35
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_80,25.0,10.5
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_83,1.0,75.16
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_83,4.0,146.11
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_83,8.0,102.23
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_83,11.0,81.1
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_83,15.0,75.84
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_83,18.0,47.28
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_83,23.0,25.41
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_83,25.0,44.55
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_84,1.0,198.37
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_84,4.0,385.06
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_84,8.0,306.58
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_84,11.0,226.34
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_84,15.0,130.2
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_84,18.0,100.0
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_84,23.0,62.33
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_84,25.0,30.99
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_86,1.0,227.39
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_86,4.0,302.64
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_86,8.0,301.64
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_86,11.0,218.22
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_86,15.0,51.19
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_86,18.0,73.28
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_86,23.0,44.31
TM00099,Group 3 Cisplatin,Cisplatin,0.0,367_86,25.0,18.47
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_15,-1.0,148.88
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_15,4.0,168.12
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_15,7.0,108.06
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_15,11.0,153.57
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_15,14.0,236.66
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_15,18.0,304.76
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_15,21.0,326.25
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_15,25.0,487.41
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_15,28.0,467.69
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_26,-1.0,133.17
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_26,4.0,194.11
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_26,7.0,167.9
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_26,11.0,213.12
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_26,14.0,387.64
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_26,18.0,314.98
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_26,21.0,400.9
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_26,25.0,382.66
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_26,28.0,444.9
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_37,-1.0,181.89
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_37,4.0,226.97
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_37,7.0,241.34
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_37,11.0,348.68
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_37,14.0,715.38
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_37,18.0,884.8
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_37,21.0,960.09
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_37,25.0,1204.39
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_37,28.0,1578.95
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_38,-1.0,147.41
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_38,4.0,281.12
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_38,7.0,454.29
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_38,11.0,425.83
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_38,14.0,600.5
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_38,18.0,834.05
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_38,21.0,881.4
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_38,25.0,1038.46
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_38,28.0,1168.58
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_40,-1.0,210.29
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_40,4.0,353.26
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_40,7.0,398.56
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_40,11.0,527.17
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_40,14.0,690.2
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_40,18.0,866.43
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_40,21.0,1010.54
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_40,25.0,1434.73
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_40,28.0,1332.8
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_43,-1.0,115.04
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_43,4.0,188.42
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_43,7.0,180.38
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_43,11.0,355.48
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_43,14.0,344.07
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_43,18.0,471.04
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_43,21.0,704.69
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_43,25.0,837.14
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_43,28.0,1249.81
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_46,-1.0,81.76
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_46,4.0,147.36
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_46,7.0,250.45
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_46,11.0,329.98
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_46,14.0,432.87
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_46,18.0,550.38
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_46,21.0,593.25
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_46,25.0,1053.6
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_46,28.0,961.16
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_49,-1.0,98.09
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_49,4.0,293.22
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_49,7.0,413.44
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_49,11.0,549.46
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_49,14.0,594.0
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_49,18.0,702.12
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_49,21.0,898.21
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_49,25.0,1301.23
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_49,28.0,1514.65
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_53,-1.0,213.09
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_53,4.0,260.76
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_53,7.0,380.95
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_53,11.0,580.69
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_53,14.0,763.53
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_53,18.0,986.88
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_53,21.0,1127.57
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_53,25.0,1489.46
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_53,28.0,1242.34
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_57,-1.0,93.75
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_57,4.0,148.63
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_57,7.0,154.49
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_57,11.0,262.89
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_57,14.0,426.88
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_57,18.0,416.53
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_57,21.0,391.76
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_57,25.0,568.61
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_57,28.0,569.16
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_7,-1.0,109.49
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_7,4.0,179.44
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_7,7.0,142.08
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_7,11.0,236.54
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_7,14.0,471.78
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_7,18.0,548.03
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_7,21.0,815.01
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_7,25.0,999.74
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_7,28.0,1159.78
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_10,-1.0,136.97
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_10,3.0,240.47
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_10,6.0,406.78
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_10,10.0,590.28
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_10,13.0,685.73
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_10,17.0,840.72
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_10,20.0,892.1
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_10,24.0,1049.95
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_10,27.0,1202.45
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_16,-1.0,160.04
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_16,3.0,117.29
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_16,6.0,142.43
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_16,10.0,174.39
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_16,13.0,207.36
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_16,17.0,307.89
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_16,20.0,494.04
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_16,24.0,558.44
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_16,27.0,637.07
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_22,-1.0,108.85
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_22,3.0,152.97
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_22,6.0,176.23
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_22,10.0,205.31
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_22,13.0,224.04
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_22,17.0,267.19
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_22,20.0,266.99
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_22,24.0,421.61
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_22,27.0,446.51
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_28,-1.0,199.21
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_28,3.0,211.46
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_28,6.0,414.66
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_28,10.0,431.4
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_28,13.0,781.22
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_28,17.0,818.66
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_28,20.0,738.74
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_28,24.0,836.83
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_28,27.0,1166.73
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_43,-1.0,102.9
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_43,3.0,111.51
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_43,6.0,141.35
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_43,10.0,155.14
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_43,13.0,196.42
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_43,17.0,295.7
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_43,20.0,564.32
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_43,24.0,566.42
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_43,27.0,646.85
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_45,-1.0,103.84
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_45,3.0,405.55
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_45,6.0,535.89
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_45,10.0,763.57
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_45,13.0,847.7
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_45,17.0,1247.44
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_45,20.0,1324.63
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_45,24.0,1419.19
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_45,27.0,2028.72
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_47,-1.0,93.68
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_47,3.0,101.4
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_47,6.0,202.83
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_47,10.0,267.39
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_47,13.0,345.94
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_47,17.0,377.58
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_47,20.0,520.08
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_47,24.0,553.36
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_47,27.0,513.88
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_50,-1.0,165.18
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_50,3.0,343.29
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_50,6.0,444.14
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_50,10.0,544.57
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_50,13.0,800.15
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_50,17.0,837.71
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_50,20.0,1010.39
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_50,24.0,1316.22
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_50,27.0,1534.3
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_54,-1.0,114.31
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_54,3.0,132.57
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_54,6.0,239.76
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_54,10.0,251.1
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_54,13.0,371.46
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_54,17.0,415.84
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_54,20.0,521.14
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_54,24.0,678.89
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_54,27.0,818.97
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_58,-1.0,123.26
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_58,3.0,153.26
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_58,6.0,187.99
TM01273,IV Cisplatin,Cisplatin,0.0,273-004,0.0,99.23
TM01273,IV Cisplatin,Cisplatin,0.0,273-004,3.0,186.67
TM01273,IV Cisplatin,Cisplatin,0.0,273-004,7.0,471.77
TM01273,IV Cisplatin,Cisplatin,0.0,273-004,10.0,798.31
TM01273,IV Cisplatin,Cisplatin,0.0,273-004,14.0,1647.01
TM01273,IV Cisplatin,Cisplatin,0.0,273-004,17.0,2114.71
TM01273,IV Cisplatin,Cisplatin,0.0,273-007,0.0,147.54
TM01273,IV Cisplatin,Cisplatin,0.0,273-007,3.0,231.65
TM01273,IV Cisplatin,Cisplatin,0.0,273-007,7.0,320.08
TM01273,IV Cisplatin,Cisplatin,0.0,273-007,10.0,391.45
TM01273,IV Cisplatin,Cisplatin,0.0,273-007,14.0,629.4
TM01273,IV Cisplatin,Cisplatin,0.0,273-007,17.0,883.2
TM01273,IV Cisplatin,Cisplatin,0.0,273-011,0.0,161.97
TM01273,IV Cisplatin,Cisplatin,0.0,273-011,3.0,297.94
TM01273,IV Cisplatin,Cisplatin,0.0,273-011,7.0,659.47
TM01273,IV Cisplatin,Cisplatin,0.0,273-011,10.0,938.22
TM01273,IV Cisplatin,Cisplatin,0.0,273-011,14.0,1836.96
TM01273,IV Cisplatin,Cisplatin,0.0,273-011,17.0,2267.83
TM01273,IV Cisplatin,Cisplatin,0.0,273-017,0.0,239.9
TM01273,IV Cisplatin,Cisplatin,0.0,273-017,3.0,520.0
TM01273,IV Cisplatin,Cisplatin,0.0,273-017,7.0,842.5
TM01273,IV Cisplatin,Cisplatin,0.0,273-017,10.0,1108.62
TM01273,IV Cisplatin,Cisplatin,0.0,273-017,14.0,1469.63
TM01273,IV Cisplatin,Cisplatin,0.0,273-017,17.0,2036.11
TM01273,IV Cisplatin,Cisplatin,0.0,273-019,0.0,181.75
TM01273,IV Cisplatin,Cisplatin,0.0,273-019,3.0,390.0
TM01273,IV Cisplatin,Cisplatin,0.0,273-019,7.0,757.13
TM01273,IV Cisplatin,Cisplatin,0.0,273-019,10.0,1322.13
TM01273,IV Cisplatin,Cisplatin,0.0,273-019,14.0,2016.38
TM01273,IV Cisplatin,Cisplatin,0.0,273-019,17.0,2687.66
TM01273,IV Cisplatin,Cisplatin,0.0,273-020,0.0,71.05
TM01273,IV Cisplatin,Cisplatin,0.0,273-020,3.0,123.72
TM01273,IV Cisplatin,Cisplatin,0.0,273-020,7.0,311.63
