Day,Drug,Other Info,Replicate Number,Sample,Tumor Volume mm3,source_file,excel_sheet
105,Intact,,Mouse 5,HCI-032EI,35.7435,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
112,Intact,,Mouse 5,HCI-032EI,47.43200000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
119,Intact,,Mouse 5,HCI-032EI,29.808,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
126,Intact,,Mouse 5,HCI-032EI,46.464000000000006,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
133,Intact,,Mouse 5,HCI-032EI,55.6875,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
140,Intact,,Mouse 5,HCI-032EI,54.675000000000004,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
7,OVX,,Mouse 1,HCI-032EI,13.8765,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
14,OVX,,Mouse 1,HCI-032EI,24.624,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
21,OVX,,Mouse 1,HCI-032EI,24.5,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
28,OVX,,Mouse 1,HCI-032EI,39.546,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
35,OVX,,Mouse 1,HCI-032EI,44.546499999999995,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
42,OVX,,Mouse 1,HCI-032EI,44.982,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
49,OVX,,Mouse 1,HCI-032EI,60.30599999999999,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
56,OVX,,Mouse 1,HCI-032EI,64.061,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
63,OVX,,Mouse 1,HCI-032EI,70.27199999999999,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
70,OVX,,Mouse 1,HCI-032EI,124.2,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
77,OVX,,Mouse 1,HCI-032EI,109.33,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
84,OVX,,Mouse 1,HCI-032EI,127.8,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
91,OVX,,Mouse 1,HCI-032EI,142.22800000000004,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
98,OVX,,Mouse 1,HCI-032EI,170.582,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
105,OVX,,Mouse 1,HCI-032EI,220.32000000000002,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
112,OVX,,Mouse 1,HCI-032EI,211.722,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
119,OVX,,Mouse 1,HCI-032EI,196.51999999999998,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
126,OVX,,Mouse 1,HCI-032EI,208.25,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
133,OVX,,Mouse 1,HCI-032EI,217.72800000000004,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
140,OVX,,Mouse 1,HCI-032EI,249.01800000000003,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
7,OVX,,Mouse 2,HCI-032EI,0,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
14,OVX,,Mouse 2,HCI-032EI,0,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
21,OVX,,Mouse 2,HCI-032EI,0,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
28,OVX,,Mouse 2,HCI-032EI,0,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
35,OVX,,Mouse 2,HCI-032EI,20.480000000000004,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
42,OVX,,Mouse 2,HCI-032EI,24.624,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
49,OVX,,Mouse 2,HCI-032EI,24.276,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
56,OVX,,Mouse 2,HCI-032EI,41.454,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
63,OVX,,Mouse 2,HCI-032EI,37.2645,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
70,OVX,,Mouse 2,HCI-032EI,24.5,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
77,OVX,,Mouse 2,HCI-032EI,26.950000000000003,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
84,OVX,,Mouse 2,HCI-032EI,28.9,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
91,OVX,,Mouse 2,HCI-032EI,40.343999999999994,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
98,OVX,,Mouse 2,HCI-032EI,50.33600000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
105,OVX,,Mouse 2,HCI-032EI,49.391999999999996,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
112,OVX,,Mouse 2,HCI-032EI,55.6875,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
119,OVX,,Mouse 2,HCI-032EI,50.274,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
126,OVX,,Mouse 2,HCI-032EI,62.775,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
133,OVX,,Mouse 2,HCI-032EI,67.37450000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
140,OVX,,Mouse 2,HCI-032EI,60.75,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
7,OVX,,Mouse 3,HCI-032EI,0,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
14,OVX,,Mouse 3,HCI-032EI,13.5,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
21,OVX,,Mouse 3,HCI-032EI,0,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
28,OVX,,Mouse 3,HCI-032EI,27.380000000000003,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
35,OVX,,Mouse 3,HCI-032EI,29.433500000000002,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
42,OVX,,Mouse 3,HCI-032EI,41.454,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
49,OVX,,Mouse 3,HCI-032EI,47.5875,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
56,OVX,,Mouse 3,HCI-032EI,42.025,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
63,OVX,,Mouse 3,HCI-032EI,38.4,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
70,OVX,,Mouse 3,HCI-032EI,59.643000000000015,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
77,OVX,,Mouse 3,HCI-032EI,42.025,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
84,OVX,,Mouse 3,HCI-032EI,50.8475,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
91,OVX,,Mouse 3,HCI-032EI,43.705999999999996,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
98,OVX,,Mouse 3,HCI-032EI,62.95650000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
105,OVX,,Mouse 3,HCI-032EI,63.47999999999999,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
112,OVX,,Mouse 3,HCI-032EI,55.47,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
119,OVX,,Mouse 3,HCI-032EI,54.208000000000006,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
126,OVX,,Mouse 3,HCI-032EI,55.6875,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
133,OVX,,Mouse 3,HCI-032EI,56.144000000000005,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
140,OVX,,Mouse 3,HCI-032EI,61.36399999999999,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
7,OVX,,Mouse 4,HCI-032EI,10.975999999999997,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
14,OVX,,Mouse 4,HCI-032EI,17.9685,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
21,OVX,,Mouse 4,HCI-032EI,23.413499999999996,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
28,OVX,,Mouse 4,HCI-032EI,39.546,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
35,OVX,,Mouse 4,HCI-032EI,31.752000000000006,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
42,OVX,,Mouse 4,HCI-032EI,42.4,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
49,OVX,,Mouse 4,HCI-032EI,63.47999999999999,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
56,OVX,,Mouse 4,HCI-032EI,83.82400000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
63,OVX,,Mouse 4,HCI-032EI,49.6,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
70,OVX,,Mouse 4,HCI-032EI,59.04800000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
77,OVX,,Mouse 4,HCI-032EI,49.5895,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
84,OVX,,Mouse 4,HCI-032EI,71.79250000000002,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
91,OVX,,Mouse 4,HCI-032EI,79.23300000000002,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
98,OVX,,Mouse 4,HCI-032EI,88.75,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
105,OVX,,Mouse 4,HCI-032EI,89.7345,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
112,OVX,,Mouse 4,HCI-032EI,112.89599999999999,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
119,OVX,,Mouse 4,HCI-032EI,98.69600000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
126,OVX,,Mouse 4,HCI-032EI,120.21300000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
133,OVX,,Mouse 4,HCI-032EI,127.0565,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
140,OVX,,Mouse 4,HCI-032EI,156.7755,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
7,OVX,,Mouse 5,HCI-032EI,0,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
14,OVX,,Mouse 5,HCI-032EI,9.841500000000002,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
21,OVX,,Mouse 5,HCI-032EI,4,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
28,OVX,,Mouse 5,HCI-032EI,7.8125,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
35,OVX,,Mouse 5,HCI-032EI,7.8125,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
42,OVX,,Mouse 5,HCI-032EI,7.8125,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
49,OVX,,Mouse 5,HCI-032EI,9.841500000000002,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
56,OVX,,Mouse 5,HCI-032EI,9.841500000000002,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
63,OVX,,Mouse 5,HCI-032EI,4,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
70,OVX,,Mouse 5,HCI-032EI,13.5,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
77,OVX,,Mouse 5,HCI-032EI,7.8125,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
84,OVX,,Mouse 5,HCI-032EI,4,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
91,OVX,,Mouse 5,HCI-032EI,9.126000000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
98,OVX,,Mouse 5,HCI-032EI,11.299500000000002,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
105,OVX,,Mouse 5,HCI-032EI,7.8125,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
112,OVX,,Mouse 5,HCI-032EI,11.492,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
119,OVX,,Mouse 5,HCI-032EI,10.975999999999997,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
126,OVX,,Mouse 5,HCI-032EI,8.788000000000002,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
133,OVX,,Mouse 5,HCI-032EI,8.788000000000002,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
140,OVX,,Mouse 5,HCI-032EI,10.975999999999997,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
7,E2,,Mouse 1,HCI-040,0,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
14,E2,,Mouse 1,HCI-040,0,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
21,E2,,Mouse 1,HCI-040,0,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
28,E2,,Mouse 1,HCI-040,284.8,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
35,E2,,Mouse 1,HCI-040,295.245,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
42,E2,,Mouse 1,HCI-040,358.22800000000007,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
49,E2,,Mouse 1,HCI-040,477.042,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
56,E2,,Mouse 1,HCI-040,989.5975000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
63,E2,,Mouse 1,HCI-040,1301.094,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
7,E2,,Mouse 2,HCI-040,0,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
14,E2,,Mouse 2,HCI-040,0,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
21,E2,,Mouse 2,HCI-040,0,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
28,E2,,Mouse 2,HCI-040,254.947,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
35,E2,,Mouse 2,HCI-040,253.125,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
42,E2,,Mouse 2,HCI-040,242.46949999999998,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
49,E2,,Mouse 2,HCI-040,294.4,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
56,E2,,Mouse 2,HCI-040,346.8,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
63,E2,,Mouse 2,HCI-040,493.0559999999999,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
70,E2,,Mouse 2,HCI-040,734.2175000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
77,E2,,Mouse 2,HCI-040,995.744,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
84,E2,,Mouse 2,HCI-040,1306.4489999999998,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
7,E2,,Mouse 3,HCI-040,0,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
14,E2,,Mouse 3,HCI-040,0,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
21,E2,,Mouse 3,HCI-040,0,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
28,E2,,Mouse 3,HCI-040,151.9,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
35,E2,,Mouse 3,HCI-040,245.134,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
42,E2,,Mouse 3,HCI-040,502.272,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
49,E2,,Mouse 3,HCI-040,576.3565,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
56,E2,,Mouse 3,HCI-040,784.2564999999998,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
63,E2,,Mouse 3,HCI-040,1086.5319999999997,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
70,E2,,Mouse 3,HCI-040,1285.956,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
7,E2,,Mouse 4,HCI-040,0,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
14,E2,,Mouse 4,HCI-040,0,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
21,E2,,Mouse 4,HCI-040,0,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
28,E2,,Mouse 4,HCI-040,97.47,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
35,E2,,Mouse 4,HCI-040,114.376,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
42,E2,,Mouse 4,HCI-040,249.64000000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
49,E2,,Mouse 4,HCI-040,368.55,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
56,E2,,Mouse 4,HCI-040,490.05,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
63,E2,,Mouse 4,HCI-040,504.7515000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
70,E2,,Mouse 4,HCI-040,589.4720000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
77,E2,,Mouse 4,HCI-040,812.25,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
84,E2,,Mouse 4,HCI-040,936,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
7,E2,,Mouse 5,HCI-040,0,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
14,E2,,Mouse 5,HCI-040,0,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
21,E2,,Mouse 5,HCI-040,0,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
28,E2,,Mouse 5,HCI-040,0.0625,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
35,E2,,Mouse 5,HCI-040,67.5,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
42,E2,,Mouse 5,HCI-040,280.845,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
49,E2,,Mouse 5,HCI-040,287.086,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
56,E2,,Mouse 5,HCI-040,568.458,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
63,E2,,Mouse 5,HCI-040,1007.8125,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
70,E2,,Mouse 5,HCI-040,1259.05,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
77,E2,,Mouse 5,HCI-040,1450.498,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
84,E2,,Mouse 5,HCI-040,3094.2000000000003,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
7,OVX,,Mouse 1,HCI-040,0,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
14,OVX,,Mouse 1,HCI-040,0,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
21,OVX,,Mouse 1,HCI-040,0,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
28,OVX,,Mouse 1,HCI-040,28.749000000000002,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
35,OVX,,Mouse 1,HCI-040,31.768,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
42,OVX,,Mouse 1,HCI-040,73.00800000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
49,OVX,,Mouse 1,HCI-040,78.41600000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
56,OVX,,Mouse 1,HCI-040,162.6625,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
63,OVX,,Mouse 1,HCI-040,149.91600000000003,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
70,OVX,,Mouse 1,HCI-040,216.5625,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
77,OVX,,Mouse 1,HCI-040,249.44399999999996,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
84,OVX,,Mouse 1,HCI-040,272,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
7,OVX,,Mouse 2,HCI-040,0,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
14,OVX,,Mouse 2,HCI-040,0,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
21,OVX,,Mouse 2,HCI-040,0,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
28,OVX,,Mouse 2,HCI-040,0.0625,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
35,OVX,,Mouse 2,HCI-040,0.0625,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
42,OVX,,Mouse 2,HCI-040,39.690000000000005,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
49,OVX,,Mouse 2,HCI-040,53.95799999999999,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
56,OVX,,Mouse 2,HCI-040,80.19000000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
63,OVX,,Mouse 2,HCI-040,86.2125,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
70,OVX,,Mouse 2,HCI-040,99.238,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
77,OVX,,Mouse 2,HCI-040,159.528,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
84,OVX,,Mouse 2,HCI-040,166.63500000000002,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
7,OVX,,Mouse 3,HCI-040,0,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
14,OVX,,Mouse 3,HCI-040,0,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
21,OVX,,Mouse 3,HCI-040,0,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
28,OVX,,Mouse 3,HCI-040,4,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
35,OVX,,Mouse 3,HCI-040,23.328000000000003,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
42,OVX,,Mouse 3,HCI-040,36.982,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
49,OVX,,Mouse 3,HCI-040,65,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
56,OVX,,Mouse 3,HCI-040,104.284,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
63,OVX,,Mouse 3,HCI-040,100.71900000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
70,OVX,,Mouse 3,HCI-040,94.07999999999998,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
77,OVX,,Mouse 3,HCI-040,97.216,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
84,OVX,,Mouse 3,HCI-040,143.36,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
7,OVX,,Mouse 4,HCI-040,0,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
14,OVX,,Mouse 4,HCI-040,0,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
21,OVX,,Mouse 4,HCI-040,0,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
28,OVX,,Mouse 4,HCI-040,43.56000000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
35,OVX,,Mouse 4,HCI-040,48.667999999999985,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
42,OVX,,Mouse 4,HCI-040,52.89999999999999,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
49,OVX,,Mouse 4,HCI-040,100.71900000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
56,OVX,,Mouse 4,HCI-040,164.152,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
63,OVX,,Mouse 4,HCI-040,178.85,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
70,OVX,,Mouse 4,HCI-040,202.50199999999998,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
77,OVX,,Mouse 4,HCI-040,231.23100000000002,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
84,OVX,,Mouse 4,HCI-040,262.4,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
7,OVX,,Mouse 5,HCI-040,0,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
14,OVX,,Mouse 5,HCI-040,0,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
21,OVX,,Mouse 5,HCI-040,0,43018_2022_337_MOESM11_ESM.xlsx,ED1f left
7,Intact,,Mouse 1,HCI-040EI,0,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
14,Intact,,Mouse 1,HCI-040EI,14.111999999999998,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
21,Intact,,Mouse 1,HCI-040EI,25.112499999999997,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
28,Intact,,Mouse 1,HCI-040EI,30.324,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
35,Intact,,Mouse 1,HCI-040EI,43.451499999999996,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
42,Intact,,Mouse 1,HCI-040EI,52.65,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
49,Intact,,Mouse 1,HCI-040EI,52.27200000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
56,Intact,,Mouse 1,HCI-040EI,59.24799999999998,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
63,Intact,,Mouse 1,HCI-040EI,60.30599999999999,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
70,Intact,,Mouse 1,HCI-040EI,82.47200000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
77,Intact,,Mouse 1,HCI-040EI,105.966,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
84,Intact,,Mouse 1,HCI-040EI,183.75,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
91,Intact,,Mouse 1,HCI-040EI,148.83749999999998,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
98,Intact,,Mouse 1,HCI-040EI,226.4825,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
105,Intact,,Mouse 1,HCI-040EI,234.47600000000003,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
112,Intact,,Mouse 1,HCI-040EI,253.125,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
119,Intact,,Mouse 1,HCI-040EI,411.89200000000005,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
126,Intact,,Mouse 1,HCI-040EI,423.19999999999993,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
133,Intact,,Mouse 1,HCI-040EI,545.7219999999999,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
140,Intact,,Mouse 1,HCI-040EI,615.3220000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
7,Intact,,Mouse 2,HCI-040EI,0,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
14,Intact,,Mouse 2,HCI-040EI,14.297,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
21,Intact,,Mouse 2,HCI-040EI,25.92,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
28,Intact,,Mouse 2,HCI-040EI,30.118000000000006,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
35,Intact,,Mouse 2,HCI-040EI,32.701499999999996,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
42,Intact,,Mouse 2,HCI-040EI,23.697999999999997,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
49,Intact,,Mouse 2,HCI-040EI,27.216000000000005,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
56,Intact,,Mouse 2,HCI-040EI,32.1715,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
63,Intact,,Mouse 2,HCI-040EI,36,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
70,Intact,,Mouse 2,HCI-040EI,34.225,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
77,Intact,,Mouse 2,HCI-040EI,38.4,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
84,Intact,,Mouse 2,HCI-040EI,53.620999999999995,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
91,Intact,,Mouse 2,HCI-040EI,70.68800000000002,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
98,Intact,,Mouse 2,HCI-040EI,53.802,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
105,Intact,,Mouse 2,HCI-040EI,68.47900000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
112,Intact,,Mouse 2,HCI-040EI,91.936,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
119,Intact,,Mouse 2,HCI-040EI,171.11249999999998,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
126,Intact,,Mouse 2,HCI-040EI,220.32000000000002,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
133,Intact,,Mouse 2,HCI-040EI,249.15800000000002,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
140,Intact,,Mouse 2,HCI-040EI,309.304,43018_2022_337_MOESM11_ESM.xlsx,ED1f right
