Day,Drug,Other Info,Replicate Number,Sample,Tumor Volume mm3,source_file,excel_sheet
12,vehicle,,M2,HCI-023,325.125,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
15,vehicle,,M2,HCI-023,280.845,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
17,vehicle,,M2,HCI-023,169.136,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
19,vehicle,,M2,HCI-023,246.0535,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
22,vehicle,,M2,HCI-023,259.92,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
24,vehicle,,M2,HCI-023,391.072,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
26,vehicle,,M2,HCI-023,287.086,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
29,vehicle,,M2,HCI-023,259.92,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
31,vehicle,,M2,HCI-023,391.072,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
33,vehicle,,M2,HCI-023,287.086,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
1,vehicle,,M3,HCI-023,160.55,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
3,vehicle,,M3,HCI-023,184.96,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
5,vehicle,,M3,HCI-023,233.4375,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
8,vehicle,,M3,HCI-023,305.942,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
10,vehicle,,M3,HCI-023,343.1875,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
12,vehicle,,M3,HCI-023,329.2515,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
15,vehicle,,M3,HCI-023,343.914,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
17,vehicle,,M3,HCI-023,456.3365,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
19,vehicle,,M3,HCI-023,405.769,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
22,vehicle,,M3,HCI-023,573.248,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
24,vehicle,,M3,HCI-023,529.254,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
26,vehicle,,M3,HCI-023,587.826,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
29,vehicle,,M3,HCI-023,784,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
31,vehicle,,M3,HCI-023,809.088,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
33,vehicle,,M3,HCI-023,827.904,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
1,vehicle,,M4,HCI-023,111.012,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
3,vehicle,,M4,HCI-023,128.774,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
5,vehicle,,M4,HCI-023,124.2,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
8,vehicle,,M4,HCI-023,126,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
10,vehicle,,M4,HCI-023,132.9615,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
12,vehicle,,M4,HCI-023,130.696,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
15,vehicle,,M4,HCI-023,138.384,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
17,vehicle,,M4,HCI-023,118.8,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
19,vehicle,,M4,HCI-023,161.604,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
22,vehicle,,M4,HCI-023,154.8705,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
24,vehicle,,M4,HCI-023,151.552,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
26,vehicle,,M4,HCI-023,231.231,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
29,vehicle,,M4,HCI-023,370.881,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
31,vehicle,,M4,HCI-023,377.196,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
33,vehicle,,M4,HCI-023,576.3565,43018_2022_337_MOESM9_ESM.xlsx,7c bottom
1,RO4929097,,M0,HCI-015,81.3418704872447,43018_2022_337_MOESM9_ESM.xlsx,7d left
4,RO4929097,,M0,HCI-015,87.6640814463547,43018_2022_337_MOESM9_ESM.xlsx,7d left
8,RO4929097,,M0,HCI-015,73.3740332919674,43018_2022_337_MOESM9_ESM.xlsx,7d left
11,RO4929097,,M0,HCI-015,64.1569682716296,43018_2022_337_MOESM9_ESM.xlsx,7d left
15,RO4929097,,M0,HCI-015,92.4960176853266,43018_2022_337_MOESM9_ESM.xlsx,7d left
18,RO4929097,,M0,HCI-015,112.543237213974,43018_2022_337_MOESM9_ESM.xlsx,7d left
22,RO4929097,,M0,HCI-015,107.912020632881,43018_2022_337_MOESM9_ESM.xlsx,7d left
1,RO4929097,,M1,HCI-015,118.225253282545,43018_2022_337_MOESM9_ESM.xlsx,7d left
4,RO4929097,,M1,HCI-015,94.8496618927772,43018_2022_337_MOESM9_ESM.xlsx,7d left
8,RO4929097,,M1,HCI-015,112.183041663535,43018_2022_337_MOESM9_ESM.xlsx,7d left
11,RO4929097,,M1,HCI-015,102.284537987341,43018_2022_337_MOESM9_ESM.xlsx,7d left
15,RO4929097,,M1,HCI-015,92.3117955335752,43018_2022_337_MOESM9_ESM.xlsx,7d left
18,RO4929097,,M1,HCI-015,107.42763552243,43018_2022_337_MOESM9_ESM.xlsx,7d left
22,RO4929097,,M1,HCI-015,103.93428860004,43018_2022_337_MOESM9_ESM.xlsx,7d left
1,RO4929097,,M2,HCI-015,81.7886779448507,43018_2022_337_MOESM9_ESM.xlsx,7d left
4,RO4929097,,M2,HCI-015,84.8672958937707,43018_2022_337_MOESM9_ESM.xlsx,7d left
8,RO4929097,,M2,HCI-015,78.8415817808875,43018_2022_337_MOESM9_ESM.xlsx,7d left
11,RO4929097,,M2,HCI-015,94.1178141904215,43018_2022_337_MOESM9_ESM.xlsx,7d left
15,RO4929097,,M2,HCI-015,109.21715667315,43018_2022_337_MOESM9_ESM.xlsx,7d left
18,RO4929097,,M2,HCI-015,109.132836086278,43018_2022_337_MOESM9_ESM.xlsx,7d left
22,RO4929097,,M2,HCI-015,129.72309852494,43018_2022_337_MOESM9_ESM.xlsx,7d left
1,RO4929097,,M3,HCI-015,100.598126249915,43018_2022_337_MOESM9_ESM.xlsx,7d left
4,RO4929097,,M3,HCI-015,117.658838905519,43018_2022_337_MOESM9_ESM.xlsx,7d left
8,RO4929097,,M3,HCI-015,104.82882004337,43018_2022_337_MOESM9_ESM.xlsx,7d left
11,RO4929097,,M3,HCI-015,145.722471619707,43018_2022_337_MOESM9_ESM.xlsx,7d left
15,RO4929097,,M3,HCI-015,143.276258072321,43018_2022_337_MOESM9_ESM.xlsx,7d left
18,RO4929097,,M3,HCI-015,141.943167924449,43018_2022_337_MOESM9_ESM.xlsx,7d left
22,RO4929097,,M3,HCI-015,146.211897634808,43018_2022_337_MOESM9_ESM.xlsx,7d left
1,RO4929097,,M4,HCI-015,118.046072035444,43018_2022_337_MOESM9_ESM.xlsx,7d left
4,RO4929097,,M4,HCI-015,74.8326877920288,43018_2022_337_MOESM9_ESM.xlsx,7d left
8,RO4929097,,M4,HCI-015,78.0661989929189,43018_2022_337_MOESM9_ESM.xlsx,7d left
11,RO4929097,,M4,HCI-015,105.284334518099,43018_2022_337_MOESM9_ESM.xlsx,7d left
15,RO4929097,,M4,HCI-015,104.82882004337,43018_2022_337_MOESM9_ESM.xlsx,7d left
18,RO4929097,,M4,HCI-015,140.778718950319,43018_2022_337_MOESM9_ESM.xlsx,7d left
22,RO4929097,,M4,HCI-015,157.184572265493,43018_2022_337_MOESM9_ESM.xlsx,7d left
1,Vehicle,,M0,HCI-015,55.0726404551458,43018_2022_337_MOESM9_ESM.xlsx,7d left
4,Vehicle,,M0,HCI-015,83.8159097836025,43018_2022_337_MOESM9_ESM.xlsx,7d left
8,Vehicle,,M0,HCI-015,156.212536828203,43018_2022_337_MOESM9_ESM.xlsx,7d left
11,Vehicle,,M0,HCI-015,222.499238037184,43018_2022_337_MOESM9_ESM.xlsx,7d left
15,Vehicle,,M0,HCI-015,301.175962613024,43018_2022_337_MOESM9_ESM.xlsx,7d left
18,Vehicle,,M0,HCI-015,326.538148938332,43018_2022_337_MOESM9_ESM.xlsx,7d left
22,Vehicle,,M0,HCI-015,334.857258965762,43018_2022_337_MOESM9_ESM.xlsx,7d left
1,Vehicle,,M1,HCI-015,132.780656303972,43018_2022_337_MOESM9_ESM.xlsx,7d left
4,Vehicle,,M1,HCI-015,178.514680483592,43018_2022_337_MOESM9_ESM.xlsx,7d left
8,Vehicle,,M1,HCI-015,246.4614446815,43018_2022_337_MOESM9_ESM.xlsx,7d left
11,Vehicle,,M1,HCI-015,308.848928172305,43018_2022_337_MOESM9_ESM.xlsx,7d left
15,Vehicle,,M1,HCI-015,632.290460225541,43018_2022_337_MOESM9_ESM.xlsx,7d left
18,Vehicle,,M1,HCI-015,668.459311185614,43018_2022_337_MOESM9_ESM.xlsx,7d left
22,Vehicle,,M1,HCI-015,687.046632124352,43018_2022_337_MOESM9_ESM.xlsx,7d left
1,Vehicle,,M2,HCI-015,98.766636188154,43018_2022_337_MOESM9_ESM.xlsx,7d left
4,Vehicle,,M2,HCI-015,98.766636188154,43018_2022_337_MOESM9_ESM.xlsx,7d left
8,Vehicle,,M2,HCI-015,226.467540384029,43018_2022_337_MOESM9_ESM.xlsx,7d left
11,Vehicle,,M2,HCI-015,357.57238646754,43018_2022_337_MOESM9_ESM.xlsx,7d left
15,Vehicle,,M2,HCI-015,429.950218429341,43018_2022_337_MOESM9_ESM.xlsx,7d left
18,Vehicle,,M2,HCI-015,507.823834196891,43018_2022_337_MOESM9_ESM.xlsx,7d left
22,Vehicle,,M2,HCI-015,522.759829320329,43018_2022_337_MOESM9_ESM.xlsx,7d left
1,Vehicle,,M3,HCI-015,113.380067052728,43018_2022_337_MOESM9_ESM.xlsx,7d left
4,Vehicle,,M3,HCI-015,126.181042365133,43018_2022_337_MOESM9_ESM.xlsx,7d left
8,Vehicle,,M3,HCI-015,159.621050492736,43018_2022_337_MOESM9_ESM.xlsx,7d left
11,Vehicle,,M3,HCI-015,166.874428527888,43018_2022_337_MOESM9_ESM.xlsx,7d left
15,Vehicle,,M3,HCI-015,237.931016966372,43018_2022_337_MOESM9_ESM.xlsx,7d left
18,Vehicle,,M3,HCI-015,273.291679366047,43018_2022_337_MOESM9_ESM.xlsx,7d left
22,Vehicle,,M3,HCI-015,372.764401097226,43018_2022_337_MOESM9_ESM.xlsx,7d left
1,RO4929097,,M0,HCI-027,118.850086137579,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
4,RO4929097,,M0,HCI-027,40.9079985763724,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
8,RO4929097,,M0,HCI-027,31.6163952411903,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
12,RO4929097,,M0,HCI-027,33.9297900149359,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
15,RO4929097,,M0,HCI-027,47.7259983391012,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
19,RO4929097,,M0,HCI-027,79.5122351865165,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
22,RO4929097,,M0,HCI-027,124.1111200116,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
1,RO4929097,,M1,HCI-027,75.1647970570252,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
4,RO4929097,,M1,HCI-027,37.7854479711786,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
8,RO4929097,,M1,HCI-027,49.2794152987235,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
12,RO4929097,,M1,HCI-027,49.6834862245783,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
15,RO4929097,,M1,HCI-027,74.0286327598602,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
19,RO4929097,,M1,HCI-027,110.858404827355,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
22,RO4929097,,M1,HCI-027,180.512728994649,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
1,RO4929097,,M2,HCI-027,113.160138834106,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
4,RO4929097,,M2,HCI-027,65.908683012696,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
8,RO4929097,,M2,HCI-027,100.164974503479,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
12,RO4929097,,M2,HCI-027,107.355104830295,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
15,RO4929097,,M2,HCI-027,136.420834038894,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
19,RO4929097,,M2,HCI-027,205.171195269176,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
22,RO4929097,,M2,HCI-027,250.959985317573,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
1,RO4929097,,M3,HCI-027,93.1380949145874,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
4,RO4929097,,M3,HCI-027,133.030085792826,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
8,RO4929097,,M3,HCI-027,161.756131788975,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
12,RO4929097,,M3,HCI-027,151.775529221375,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
15,RO4929097,,M3,HCI-027,228.551033093257,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
19,RO4929097,,M3,HCI-027,307.479215950307,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
22,RO4929097,,M3,HCI-027,466.02052497787,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
1,RO4929097,,M4,HCI-027,99.6868830567028,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
4,RO4929097,,M4,HCI-027,61.9095469234334,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
8,RO4929097,,M4,HCI-027,67.7500702180969,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
12,RO4929097,,M4,HCI-027,94.6164773735491,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
15,RO4929097,,M4,HCI-027,170.69081425615,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
19,RO4929097,,M4,HCI-027,275.27876837965,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
22,RO4929097,,M4,HCI-027,270.534864172344,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
1,Vehicle,,M0,HCI-027,88.769811807999,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
4,Vehicle,,M0,HCI-027,138.449115578784,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
8,Vehicle,,M0,HCI-027,168.307563187966,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
12,Vehicle,,M0,HCI-027,193.270221176222,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
15,Vehicle,,M0,HCI-027,271.664480434938,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
19,Vehicle,,M0,HCI-027,396.162796498508,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
22,Vehicle,,M0,HCI-027,408.047680393463,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
1,Vehicle,,M1,HCI-027,78.8716109740029,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
4,Vehicle,,M1,HCI-027,105.556354402347,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
8,Vehicle,,M1,HCI-027,122.203995472984,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
12,Vehicle,,M1,HCI-027,172.55090691935,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
15,Vehicle,,M1,HCI-027,266.340248085947,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
19,Vehicle,,M1,HCI-027,306.609951805084,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
22,Vehicle,,M1,HCI-027,371.911764274332,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
1,Vehicle,,M2,HCI-027,116.47381853005,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
4,Vehicle,,M2,HCI-027,160.57016140944,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
8,Vehicle,,M2,HCI-027,170.15436654547,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
12,Vehicle,,M2,HCI-027,275.455416034518,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
15,Vehicle,,M2,HCI-027,310.59163245483,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
19,Vehicle,,M2,HCI-027,476.715898453204,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
22,Vehicle,,M2,HCI-027,510.804973457093,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
1,Vehicle,,M3,HCI-027,68.4725821108532,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
4,Vehicle,,M3,HCI-027,76.3273654587125,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
8,Vehicle,,M3,HCI-027,85.962435941454,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
12,Vehicle,,M3,HCI-027,124.084056941799,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
15,Vehicle,,M3,HCI-027,133.942641496145,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
19,Vehicle,,M3,HCI-027,195.47699467968,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
22,Vehicle,,M3,HCI-027,223.173665053648,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
1,Vehicle,,M4,HCI-027,147.412176577095,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
4,Vehicle,,M4,HCI-027,147.412176577095,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
8,Vehicle,,M4,HCI-027,307.140614316443,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
12,Vehicle,,M4,HCI-027,342.766409698848,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
15,Vehicle,,M4,HCI-027,412.838804781734,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
19,Vehicle,,M4,HCI-027,412.838804781734,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
22,Vehicle,,M4,HCI-027,467.781204667483,43018_2022_337_MOESM9_ESM.xlsx,7d mid left
1,RO4929097,,M0,HCI-010,186.808864,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
4,RO4929097,,M0,HCI-010,188.9622035,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
8,RO4929097,,M0,HCI-010,244.915362,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
11,RO4929097,,M0,HCI-010,205.0153875,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
15,RO4929097,,M0,HCI-010,254.393984,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
18,RO4929097,,M0,HCI-010,307.729152,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
22,RO4929097,,M0,HCI-010,320.18895,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
1,RO4929097,,M1,HCI-010,126.482158,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
4,RO4929097,,M1,HCI-010,164.8221575,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
8,RO4929097,,M1,HCI-010,156.3804,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
11,RO4929097,,M1,HCI-010,127.1122475,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
15,RO4929097,,M1,HCI-010,182.386688,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
18,RO4929097,,M1,HCI-010,202.131751,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
22,RO4929097,,M1,HCI-010,181.181486,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
1,RO4929097,,M2,HCI-010,136.823373,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
4,RO4929097,,M2,HCI-010,190.172187,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
8,RO4929097,,M2,HCI-010,163.737639,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
11,RO4929097,,M2,HCI-010,179.686178,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
15,RO4929097,,M2,HCI-010,208.852244,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
18,RO4929097,,M2,HCI-010,286.2028125,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
22,RO4929097,,M2,HCI-010,320.250672,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
1,Vehicle,,M0,HCI-010,159.2693275,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
4,Vehicle,,M0,HCI-010,214.0458975,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
11,Vehicle,,M0,HCI-010,197.669846,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
15,Vehicle,,M0,HCI-010,250.253442,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
18,Vehicle,,M0,HCI-010,209.0332195,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
22,Vehicle,,M0,HCI-010,261.789003,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
1,Vehicle,,M1,HCI-010,222.6064,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
4,Vehicle,,M1,HCI-010,328.329144,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
8,Vehicle,,M1,HCI-010,367.326226,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
11,Vehicle,,M1,HCI-010,345.331126,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
15,Vehicle,,M1,HCI-010,364.366,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
18,Vehicle,,M1,HCI-010,416.927936,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
22,Vehicle,,M1,HCI-010,475.215494,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
1,Vehicle,,M2,HCI-010,176.731632,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
4,Vehicle,,M2,HCI-010,273.46655,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
11,Vehicle,,M2,HCI-010,236.058039,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
15,Vehicle,,M2,HCI-010,299.4131035,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
18,Vehicle,,M2,HCI-010,341.8778405,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
22,Vehicle,,M2,HCI-010,353.835756,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
1,Vehicle,,M3,HCI-010,153.277944,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
4,Vehicle,,M3,HCI-010,226.731776,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
11,Vehicle,,M3,HCI-010,237.2731875,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
15,Vehicle,,M3,HCI-010,311.00872,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
18,Vehicle,,M3,HCI-010,353.9807775,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
22,Vehicle,,M3,HCI-010,295.61175,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
1,Vehicle,,M4,HCI-010,98.907408,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
4,Vehicle,,M4,HCI-010,121.42592,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
8,Vehicle,,M4,HCI-010,151.255,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
11,Vehicle,,M4,HCI-010,76.7882315,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
15,Vehicle,,M4,HCI-010,118.272129,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
18,Vehicle,,M4,HCI-010,125.6047155,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
22,Vehicle,,M4,HCI-010,135.359991,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
1,Vehicle,,M5,HCI-010,233.615313,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
4,Vehicle,,M5,HCI-010,387.760128,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
8,Vehicle,,M5,HCI-010,445.835,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
11,Vehicle,,M5,HCI-010,393.471516,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
15,Vehicle,,M5,HCI-010,427.785475,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
18,Vehicle,,M5,HCI-010,578.1917435,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
22,Vehicle,,M5,HCI-010,517,43018_2022_337_MOESM9_ESM.xlsx,7d mid right
1,RO4929097,,M0,HCI-002,107.486391767952,43018_2022_337_MOESM9_ESM.xlsx,7d right
4,RO4929097,,M0,HCI-002,81.5375438073224,43018_2022_337_MOESM9_ESM.xlsx,7d right
8,RO4929097,,M0,HCI-002,75.9840234979073,43018_2022_337_MOESM9_ESM.xlsx,7d right
12,RO4929097,,M0,HCI-002,201.677403040334,43018_2022_337_MOESM9_ESM.xlsx,7d right
15,RO4929097,,M0,HCI-002,375.981105711405,43018_2022_337_MOESM9_ESM.xlsx,7d right
18,RO4929097,,M0,HCI-002,432.182536723585,43018_2022_337_MOESM9_ESM.xlsx,7d right
22,RO4929097,,M0,HCI-002,813.693253105011,43018_2022_337_MOESM9_ESM.xlsx,7d right
1,RO4929097,,M1,HCI-002,99.2047410788678,43018_2022_337_MOESM9_ESM.xlsx,7d right
4,RO4929097,,M1,HCI-002,127.422978541301,43018_2022_337_MOESM9_ESM.xlsx,7d right
8,RO4929097,,M1,HCI-002,140.398213017867,43018_2022_337_MOESM9_ESM.xlsx,7d right
12,RO4929097,,M1,HCI-002,280.663504650627,43018_2022_337_MOESM9_ESM.xlsx,7d right
15,RO4929097,,M1,HCI-002,303.260140118592,43018_2022_337_MOESM9_ESM.xlsx,7d right
18,RO4929097,,M1,HCI-002,436.573805409576,43018_2022_337_MOESM9_ESM.xlsx,7d right
22,RO4929097,,M1,HCI-002,544.896629308193,43018_2022_337_MOESM9_ESM.xlsx,7d right
1,RO4929097,,M2,HCI-002,109.553157207095,43018_2022_337_MOESM9_ESM.xlsx,7d right
4,RO4929097,,M2,HCI-002,123.702800750844,43018_2022_337_MOESM9_ESM.xlsx,7d right
8,RO4929097,,M2,HCI-002,168.65454380408,43018_2022_337_MOESM9_ESM.xlsx,7d right
12,RO4929097,,M2,HCI-002,185.899877777165,43018_2022_337_MOESM9_ESM.xlsx,7d right
15,RO4929097,,M2,HCI-002,301.5094682172,43018_2022_337_MOESM9_ESM.xlsx,7d right
18,RO4929097,,M2,HCI-002,420.161256334028,43018_2022_337_MOESM9_ESM.xlsx,7d right
22,RO4929097,,M2,HCI-002,882.863839871877,43018_2022_337_MOESM9_ESM.xlsx,7d right
1,RO4929097,,M3,HCI-002,87.2483003893624,43018_2022_337_MOESM9_ESM.xlsx,7d right
4,RO4929097,,M3,HCI-002,150.914401869977,43018_2022_337_MOESM9_ESM.xlsx,7d right
8,RO4929097,,M3,HCI-002,148.562746998732,43018_2022_337_MOESM9_ESM.xlsx,7d right
12,RO4929097,,M3,HCI-002,312.09495449874,43018_2022_337_MOESM9_ESM.xlsx,7d right
15,RO4929097,,M3,HCI-002,430.052552576892,43018_2022_337_MOESM9_ESM.xlsx,7d right
18,RO4929097,,M3,HCI-002,557.764067783422,43018_2022_337_MOESM9_ESM.xlsx,7d right
22,RO4929097,,M3,HCI-002,672.699730591046,43018_2022_337_MOESM9_ESM.xlsx,7d right
1,RO4929097,,M4,HCI-002,96.5074095567234,43018_2022_337_MOESM9_ESM.xlsx,7d right
4,RO4929097,,M4,HCI-002,288.328367692971,43018_2022_337_MOESM9_ESM.xlsx,7d right
8,RO4929097,,M4,HCI-002,329.281932741779,43018_2022_337_MOESM9_ESM.xlsx,7d right
12,RO4929097,,M4,HCI-002,359.665816185934,43018_2022_337_MOESM9_ESM.xlsx,7d right
15,RO4929097,,M4,HCI-002,416.126605998321,43018_2022_337_MOESM9_ESM.xlsx,7d right
