source,target,percent-heldout,seed,raw_overlap
CTD2,GDSC,90,7,0.6202120493274633
CTD2,GDSC,90,8,0.6219985792327379
CTD2,GDSC,90,9,0.6221505386808395
CTD2,GDSC,95,0,0.6220282782956025
CTD2,GDSC,95,1,0.6217822197697174
CTD2,GDSC,95,2,0.6231134330453101
CTD2,GDSC,95,3,0.6186562302945902
CTD2,GDSC,95,4,0.6244492481565989
CTD2,GDSC,95,5,0.6249169119490664
CTD2,GDSC,95,6,0.6237155537028849
CTD2,GDSC,95,7,0.6224127577050131
CTD2,GDSC,95,8,0.6228576920749181
CTD2,GDSC,95,9,0.6229073530283956
