Study,Study_ID,Group,Drug,Control,MID,Day,Size
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-26,14,265.26
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-26,18,287.28
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-26,21,352.81
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-26,25,396.08
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-26,28,416.8
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-29,0,105.65
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-29,4,155.99
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-29,8,163.08
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-29,11,313.77
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-29,14,343.28
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-29,18,374.28
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-29,21,484.21
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-29,25,652.6
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-29,28,678.72
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-35,0,81.99
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-35,4,138.45
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-35,8,156.05
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-35,11,208.7
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-35,14,214.96
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-35,18,268.67
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-35,21,316.95
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-35,25,365.63
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-35,28,533.06
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-5,0,82.03
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-5,4,126.46
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-5,8,131.95
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-5,11,198.28
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-5,14,226.38
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-5,18,235.92
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-5,21,302.73
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-5,25,310.59
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-5,28,374.96
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-6,0,75.16
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-6,4,99.2
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-6,8,114.56
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-6,11,180.8
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-6,14,212.4
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-6,18,231.23
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-6,21,395.57
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-6,25,442.78
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-6,28,502.02
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-7,0,76.2
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-7,4,118.52
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-7,8,126.23
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-7,11,198.69
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-7,14,220.17
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-7,18,283.15
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-7,21,312.43
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-7,25,399.09
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-7,28,433.49
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-8,0,83.33
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-8,4,129.67
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-8,8,156.08
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-8,11,304.39
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-8,14,319.3
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-8,18,334.08
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-8,21,377.64
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-8,25,439.17
TM00355,JW217T_LG0551,Grp1- IV D5W,D5W,1,0551-8,28,492.77
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-05,-1,152.53
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-05,4,186.84
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-05,7,250.2
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-05,11,301.91
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-05,14,333.61
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-05,18,453.4
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-05,21,526.13
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-05,25,579.85
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-05,28,625.72
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-13,-1,239.28
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-13,4,287.56
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-13,7,329.9
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-13,11,408.21
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-13,14,448.9
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-13,18,525.09
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-13,21,562.89
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-13,25,593.72
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-13,28,697.72
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-22,-1,71.05
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-22,4,79.31
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-22,7,97.09
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-22,11,116.94
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-22,14,127.43
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-22,18,143.88
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-22,21,221
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-22,25,238.04
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-22,28,269.83
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-23,-1,109.05
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-23,4,121.16
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-23,7,142.14
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-23,11,162.18
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-23,14,167.27
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-23,18,174.16
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-23,21,182.42
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-23,25,194.16
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-23,28,216.26
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-41,-1,122.74
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-41,4,141.09
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-41,7,169.81
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-41,11,186.59
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-41,14,215.62
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-41,18,230.72
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-41,21,244.29
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-41,25,269.56
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-41,28,287.65
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-55,-1,169.98
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-55,4,252.57
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-55,7,285.41
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-55,11,328.94
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-55,14,393
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-55,18,403.15
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-55,21,484.16
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-55,25,542.78
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-55,28,663.65
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-56,-1,94.45
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-56,4,111.6
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-56,7,126.95
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-56,11,155.91
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-56,14,164.8
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-56,18,174.83
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-56,21,195.86
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-56,25,194.31
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-56,28,235.16
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-59,-1,124.01
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-59,4,137.85
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-59,7,146.66
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-59,11,172.35
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-59,14,212.14
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-59,18,234.04
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-59,21,265.7
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-59,25,280.82
TM00193,JW217T_LG0591,Group 1 IV D5W,D5W,1,591-59,28,334.13
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_02,0,264.46
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_02,3,372.55
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_02,7,549.88
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_02,10,639.86
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_02,14,750.22
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_02,17,858.15
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_02,21,1069.27
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_02,24,1278.68
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_19,0,88.74
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_19,3,99.4
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_19,7,158.67
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_19,10,221.43
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_19,14,337.69
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_19,17,989.98
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_19,21,1031.03
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_38,0,141.11
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_38,3,164.14
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_38,7,256.69
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_38,10,314.74
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_38,14,507.85
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_40,0,71.41
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_40,3,95.31
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_40,7,113.32
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_40,10,126.03
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_40,14,195.87
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_40,17,251.17
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_40,21,678.18
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_40,28,1049.15
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_48,0,77.33
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_48,3,94.68
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_48,7,171.42
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_48,10,216.23
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_48,14,334.02
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_48,17,919.4
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_48,21,1170.5
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_48,24,1186.04
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_48,28,1273.72
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_50,0,59.16
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_50,3,82.14
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_50,7,87.12
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_50,10,89.76
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_50,14,137.08
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_50,17,175.54
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_50,21,250.74
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_50,24,357.13
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_50,28,665.84
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_53,0,221.1
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_53,3,255.54
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_53,7,285.08
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_53,10,365.52
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_53,14,460.5
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_53,17,906.59
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_53,21,1393.54
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_53,24,1570.23
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_53,28,1720.47
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_54,0,87.37
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_54,3,139.65
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_54,7,195.45
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_54,10,293.65
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_54,14,454.79
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_54,17,548.73
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_54,21,825.82
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_54,24,921.17
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_54,28,967.31
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_63,0,110.38
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_63,3,140.62
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_63,7,136.14
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_63,10,168.31
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_63,14,258.11
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_63,17,401.21
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_63,21,867.04
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_63,24,1005.17
TM00212,JW217T_LG0978,Grp1_vehicle,D5W,1,978_63,28,1261.7
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_19,-1,96.61
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_19,2,104.1
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_19,6,98.56
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_19,9,123.02
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_19,13,133.16
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_19,16,159.85
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_19,20,213.85
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_19,23,258.44
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_19,27,400.17
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_2,-1,201.39
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_2,2,348.3
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_2,6,472.77
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_2,9,506.84
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_2,13,583.08
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_2,16,624.08
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_2,20,678.64
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_2,23,1008.21
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_2,27,1452.23
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_21,-1,293.32
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_21,2,458.02
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_21,6,483.43
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_21,9,484.07
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_21,13,623.84
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_21,16,701.22
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_21,20,1115.4
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_21,23,1329.99
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_22,-1,237.06
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_22,2,328.42
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_22,6,580.63
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_22,9,586.94
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_22,13,741.09
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_22,16,887.01
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_22,20,1136.4
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_22,23,1558.83
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_22,27,1861.51
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_26,-1,186.11
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_26,2,301.51
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_26,6,412.81
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_26,9,420.29
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_26,13,512.54
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_26,16,730.6
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_26,20,918.46
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_26,23,1481.58
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_26,27,1577.99
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_28,-1,168.03
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_28,2,241.49
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_28,6,355.22
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_28,9,370.81
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_28,13,498.34
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_28,16,621.29
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_28,20,763.8
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_28,23,951.3
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_28,27,1097
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_31,-1,184.91
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_31,2,287.43
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_31,6,389.02
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_31,9,396.95
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_31,13,534.6
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_31,16,553.19
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_31,20,852.32
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_31,23,888.51
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_31,27,993.91
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_33,-1,224.57
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_33,2,366.62
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_33,6,384.28
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_33,9,425.63
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_33,13,786
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_33,16,939.04
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_33,20,1167.63
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_33,23,1162.69
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_33,27,1214.97
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_35,-1,98.31
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_35,2,160.91
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_35,6,209.08
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_35,9,211.39
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_35,13,441.52
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_35,16,478.36
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_35,20,490.37
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_35,23,585.22
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_35,27,611.94
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_7,-1,156.78
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_7,2,207.68
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_7,6,227.45
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_7,9,235.38
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_7,13,250.97
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_7,16,255.58
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_7,20,257.81
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_7,23,345.56
TM00214,JW217T_LG1011,Vehicle,D5W,1,011_7,27,430.52
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_10,0,127.26
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_10,3,247.03
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_10,7,264.86
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_10,10,422.38
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_10,14,555.07
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_10,17,650.91
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_10,21,1026.19
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_10,24,1028.67
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_10,28,1374.12
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_16,0,61.06
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_16,3,104.56
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_16,7,121.4
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_16,10,153.19
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_16,14,192.05
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_16,17,217.42
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_16,21,331.6
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_16,24,334.86
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_16,28,348.94
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_17,0,92.36
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_17,3,106.07
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_17,7,153.4
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_17,10,193.37
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_17,14,291.87
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_17,17,387.34
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_17,21,617.52
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_17,24,845.59
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_17,28,947.64
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_25,0,129.48
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_25,3,171.22
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_25,7,192.28
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_25,10,313.21
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_25,14,387.2
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_25,17,459.47
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_25,21,658.03
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_25,24,742.52
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_3,0,91.01
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_3,3,135.93
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_3,7,220.47
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_3,10,297.64
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_3,14,428.45
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_3,17,528.94
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_3,21,665.32
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_3,24,948.36
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_3,28,1180.59
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_31,0,189.09
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_31,3,226.1
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_31,7,361.78
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_31,10,442.46
TM00222,JW217T_LG1102,Grp1 IV D5W,D5W,1,102_31,14,559.27
